sgRNA	Gene	D1_MOI2_High	D1_MOI2_Low_Mid	D1_MOI2_Low	D1_MOI2_Mid_High	D2_MOI2_High	D2_MOI2_Low_Mid	D2_MOI2_Low	D2_MOI2_Mid_High	D1_MOI5_High	D1_MOI5_Low_Mid	D1_MOI5_Low	D1_MOI5_Mid_High	D2_MOI5_High	D2_MOI5_Low_Mid	D2_MOI5_Low	D2_MOI5_Mid_High
s_3693	NEUROD4	3247	9021	8247	1560	14705	12460	11937	7416	8456	25425	19095	11588	1318	3099	3839	3918
s_1017	IL6	1631	4657	4174	817	4051	11290	5991	5221	5792	16143	25308	7027	1458	2355	2087	2167
s_507	FOXF2	1617	4626	5303	814	3459	7951	10116	3999	4570	12114	11004	6098	1095	2514	2822	2877
s_2077	TFDP1	1013	2043	1139	470	6610	3144	4901	2676	2471	1820	6587	1849	501	648	1171	736
s_271	CTLA4	1517	4698	3329	990	4196	9115	7012	4810	6155	12583	14299	8697	966	3332	4222	2810
s_218	CCR6	2281	5044	4630	1345	8728	10286	10738	6077	5961	42714	23083	11113	1140	1867	2828	2075
s_4737	ZNF467	1011	2922	3117	618	1693	5315	3723	3030	2754	11405	4308	3872	645	902	629	930
s_839	HOXB1	1552	4243	3678	898	5842	8779	8899	4075	4208	10107	20410	5045	525	1015	1408	1204
s_3096	CIC	2213	7215	6770	1231	7295	15652	13868	6475	10047	9380	7612	6300	1182	1784	3553	2034
s_1485	PAX6	1557	4039	3527	839	9945	8037	7387	5688	5358	17569	29698	5867	1626	2500	1613	2815
s_3341	ZNF691	1977	4852	4550	969	8654	8524	8855	5907	5046	8810	11664	4816	640	2017	2915	1683
s_5732	Non-Targeting Control	975	1742	2098	376	4294	3963	5025	2625	2859	5879	12660	2777	237	1122	755	1024
s_247	CREBL2	1792	6154	5858	1052	7436	14317	15424	6979	5596	18255	18341	7065	858	2421	3252	1994
s_5126	ZNF808	2065	7230	7199	1265	7401	13162	11533	8466	6776	14801	13595	5339	1139	3021	2314	2406
s_4798	FOXD4L1	1239	2961	1755	577	10643	11819	16622	8240	2151	5245	3776	2571	528	1955	3157	1348
s_1763	CCL5	1007	3349	2967	562	1993	4957	11099	3244	3213	5053	6248	2498	891	1749	2630	1810
s_4319	FOXQ1	2157	6840	6620	1120	6025	11521	7442	6069	4760	14102	12750	5984	949	2019	3241	2191
s_1632	PROX1	717	2854	1425	515	2933	3886	3521	1980	1631	3160	7488	1550	235	1727	979	728
s_2856	BTN2A2	1830	5192	6832	985	4357	7983	9419	6570	3196	10765	15236	4362	1077	2253	1898	1711
s_685	HIF1A	2233	6188	5140	1122	4287	11971	15315	4288	4525	9238	10303	5882	1895	3008	3731	2743
s_398	ELK4	1913	5477	4668	1376	4628	8397	10392	7169	9135	17332	12989	6649	1247	3124	3963	3416
s_2502	GPANK1	1665	3197	4003	912	6504	9595	5394	4582	4209	9636	13999	3325	731	1389	1984	1118
s_1011	IL4R	1803	5284	4121	1165	8422	8121	7271	5498	4629	9807	11582	5201	644	2459	1623	2002
s_598	GATA2	1126	2294	2005	649	915	2347	3382	1738	1917	6680	12001	3150	514	2029	2782	1944
s_4316	ZNF101	1684	3162	2878	631	4549	5700	5145	3587	9059	5800	4237	5146	542	1467	1670	1161
s_4616	TCF23	1875	5310	4927	1177	6765	12252	8561	5825	4405	8007	17433	3930	744	2501	2979	3344
s_3225	FOXD3	1183	2785	3280	576	2671	6049	5084	5384	3263	8579	16962	3532	516	856	2126	618
s_1963	TBX5	1502	3070	2653	605	4247	7805	5183	3580	2883	9941	6205	3199	379	1581	2170	1189
s_4588	ZNF714	451	1380	1293	261	3643	2139	3622	1805	2579	2574	8975	1816	322	423	763	481
s_5275	NKX2-4	1035	2389	1741	479	1637	4576	6043	2066	2255	4069	2566	2391	264	1333	1292	869
s_1314	MYOD1	1709	8723	6681	926	6561	8322	10902	5805	8589	13628	25143	8631	741	2530	2092	2021
s_5522	Non-Targeting Control	1136	4251	5166	734	3400	5976	5805	5187	2867	7410	10171	3181	946	1807	1667	2076
s_4687	ZNF791	2776	6786	7302	1462	9014	14950	13120	6150	10043	19621	19016	7485	1275	3358	3206	2989
s_5328	BTNL10	1447	6388	4845	816	6567	8327	9761	4863	2970	12270	16809	2918	1068	1973	1742	2000
s_5755	Non-Targeting Control	1343	3170	3181	636	3368	7640	11638	3052	2359	7205	7941	3096	554	1158	1159	1203
s_4315	ZNF101	1809	5948	5369	1111	6151	9325	8352	5295	7055	14225	11287	6744	841	2537	2209	3115
s_5318	CCR2	2192	7098	6373	1349	7450	9832	12303	6310	8334	16354	11572	7362	1461	5457	3959	3757
s_5166	NKX1-2	1251	3576	3344	856	6396	9864	5396	4289	4565	18010	10557	4761	855	2901	2358	2206
s_393	ELK3	1916	5241	4258	1105	5652	7752	9684	5549	6361	10819	11734	5149	1099	1998	1764	1646
s_4805	ZBTB7C	928	2123	2647	455	3403	4534	4778	2695	2664	6151	6868	2236	376	1029	1592	878
s_5679	Non-Targeting Control	1020	3158	4244	552	5015	10460	8337	3911	2932	10079	12253	4168	820	1404	1362	1772
s_4253	ZNF479	1696	4956	5130	994	5942	10857	16836	6932	6964	11201	14645	5737	1090	1642	4247	1876
s_4310	PRDM6	1885	4619	5058	841	4550	5701	7159	3290	6968	14411	19174	8902	859	2932	1511	2118
s_2919	TBR1	1147	3034	2925	717	3994	7724	7711	3302	3963	16162	10279	3674	914	1080	1201	1318
s_1862	SP2	1709	5207	5905	808	7171	9217	12330	8203	5684	12331	30017	5411	920	2382	2401	2106
s_2715	TBX4	1417	4553	3593	953	4623	10525	6233	6023	4072	8613	13494	4044	891	2561	2555	1426
s_1601	POU6F1	2541	5258	4398	1190	6486	12837	16135	4821	5851	15689	15431	6398	1168	3888	3125	3073
s_3942	ZFHX4	2145	8408	7560	1242	4478	14827	18145	6027	8209	14838	8131	5453	1375	3060	2169	2451
s_1034	IL9	2287	5081	4620	865	5997	9514	8411	7021	5839	8599	5026	4812	855	1855	1262	1402
s_2331	ZNF76	1557	3569	4779	638	4383	8585	9881	3979	4640	12324	13646	8996	620	1885	2130	1413
s_4905	NPAS4	885	2880	2886	557	4200	6307	5133	4164	1766	7840	7136	2401	864	1681	1096	1109
s_3201	NKX2-8	2417	5527	4755	1091	6319	9516	13717	6032	4727	17253	30899	6664	654	1597	3468	1513
s_1305	MYF5	1314	5298	5412	1033	4491	8425	7080	4697	5405	13021	20234	7983	1240	2510	3287	2232
s_3037	IKZF2	1243	3758	4198	629	4191	4462	9030	4431	6820	9633	11186	5888	906	2653	2331	1777
s_440	ESR2	2578	5044	4200	1218	6774	13119	13487	6811	3722	15267	16091	4835	1244	2122	3531	1804
s_1797	SKIV2L	993	3494	3024	737	2642	4677	3691	3877	2732	4910	9442	3004	560	2661	1979	2155
s_5330	BTNL10	1364	3683	3041	841	4238	4475	3430	2655	2549	8887	12333	3680	833	971	1228	1119
s_2572	ZNF282	1336	4428	7020	767	3501	8568	6109	3966	6006	10072	11136	3533	739	1810	1861	1608
s_1293	MYC	1050	2476	1850	463	5604	2588	1821	1695	2107	3984	3279	1954	771	689	373	721
s_5999	EGFP	584	994	1033	251	441	1181	2277	597	1405	1699	5230	1343	170	469	282	264
s_1684	RFX1	1777	4011	3747	616	2654	5657	5623	3454	4947	8771	4542	4341	807	2263	3449	1396
s_1107	IRF6	1080	3891	3714	635	2447	4777	2867	2563	4595	9818	9296	4689	613	1314	2643	1421
s_2472	ZNF217	2900	3534	2459	1103	4964	3851	4909	3739	6602	12008	5709	3034	1088	740	1081	2023
s_5721	Non-Targeting Control	2146	6086	5532	1059	7333	8902	11555	4211	8230	18867	28157	9666	1273	2658	3197	2334
s_2434	ZNF184	1425	4709	5887	784	4463	9729	12890	5129	6508	18055	16543	12175	809	2159	2838	1997
s_925	HOXD9	2241	3572	2857	922	4668	5455	8096	3370	6341	16738	22620	5440	799	1785	2929	1371
s_183	CEBPD	810	2972	2773	453	2456	6094	2613	3586	2650	7643	1529	3045	533	1486	2701	1261
s_3391	ZNF589	1582	3342	3703	950	5176	9500	15050	2954	6194	12249	11053	6435	565	1859	2172	1167
s_2614	JRKL	2131	5361	5011	1142	5814	11590	11607	6096	7794	21414	18255	11755	1069	2375	3448	2396
s_5830	Non-Targeting Control	2719	7973	6079	1607	2970	8030	14583	4142	4952	10118	18587	5815	928	3045	4604	2286
s_5358	FOXO6	635	724	654	259	1203	1954	2031	2337	693	753	55	724	156	833	1148	771
s_1533	PKNOX1	2282	7142	6713	1179	4466	8542	12519	5928	9749	11908	18447	6228	1041	2883	4068	3272
s_3021	POU6F2	1606	3433	3427	804	5748	9945	12564	4210	3269	9779	7388	3479	828	1939	2363	1697
s_3959	ZNF669	1529	4177	4180	859	3930	7204	7437	4350	6088	9388	9761	4309	780	1443	1816	1396
s_4494	ZFP92	1423	3253	2813	702	5463	11471	13072	5702	3739	9345	6654	4563	701	2157	2211	1493
s_3530	IL26	2211	5943	7900	1154	8011	10256	7862	4312	5160	12574	17656	6531	989	1539	3379	1382
s_3271	CD274	1598	5399	4565	886	4816	6626	7423	3993	3454	13425	9725	4721	1179	2088	2657	1578
s_4930	ZIK1	1364	4035	4530	903	4631	10094	10402	5375	4015	12118	6345	3641	1104	2117	4460	2064
s_883	HOXC6	1728	4991	6845	950	7413	6955	7471	5501	6100	13553	21664	7694	1033	2479	3033	3303
s_2401	ZNF148	1518	5452	5155	778	2624	7035	5802	2165	4384	9694	14808	3950	655	2082	4049	1385
s_918	HOXD4	973	3355	3853	525	2630	4265	5380	2266	2592	11142	10053	6838	604	1296	1973	1406
s_4088	ZIC4	1230	3458	3290	686	3620	6295	3982	3228	2880	4606	7058	3499	953	1714	1406	1852
s_3025	RBPJL	644	1621	1133	385	1659	5454	4888	2307	1141	3094	2979	1811	434	372	1731	562
s_2926	NFAT5	1526	5676	5131	1002	5340	11121	12282	8317	4013	8877	25464	8658	1123	2084	3649	2250
s_2634	PHOX2B	1447	3470	3233	733	5728	6253	6435	3142	3466	12642	17980	4738	512	2456	2453	1658
s_4064	SCRT1	1399	3898	2911	721	3816	4525	3723	2217	2952	8939	8237	3881	996	1985	1908	1947
s_5481	Non-Targeting Control	900	3703	3406	557	3289	8038	7549	3648	1475	6854	13809	1513	380	1373	1321	1188
s_4516	GSC	1879	5383	4465	789	4490	6436	7439	5257	5105	13583	9128	4099	675	2096	2207	2440
s_602	GATA3	1313	3826	3502	800	3305	7967	8456	3682	2967	6991	14653	3842	735	977	1204	1823
s_3954	ZBTB3	1639	5839	7617	1133	9300	10450	11175	6773	6082	13853	16293	5164	1069	2697	3444	2103
s_3336	TBX22	2263	6816	5052	1251	6640	15811	13006	7230	8509	12347	17511	8256	1006	4069	2644	4143
s_2914	GMEB1	1867	4955	4056	890	3629	9954	7191	5043	5299	8598	5687	5521	553	1414	1203	1651
s_4032	LY6G5C	1808	5144	6298	1001	5136	11660	12162	5696	5195	12021	10519	6278	897	1655	3209	1844
s_2939	PHTF1	1301	4234	3366	831	6505	9290	10356	5117	8493	15684	16363	7559	1038	2579	1454	2661
s_570	FOS	928	2449	3412	494	4764	4822	2826	3292	2896	5753	3857	3206	392	582	1101	625
s_4674	ZNF320	1656	4545	5685	941	4931	6604	11166	5796	3128	12876	9592	3142	827	2680	2981	2620
s_2361	ZNF132	1656	3855	2734	785	5154	10115	7356	5742	4311	10146	9462	5193	709	1699	1494	1938
s_1215	MEF2C	1732	5017	5596	1025	4705	9235	7486	4691	3810	10062	299	5396	581	2638	4324	1449
s_1268	MSX1	1113	3283	3520	714	6121	6637	4731	4252	2732	5201	9614	2846	704	2069	1891	1579
s_2075	NR2F2	1743	4680	4914	977	5699	7647	10180	4976	5064	13273	13666	7817	892	2965	1630	2201
s_3717	ZNF250	2111	4935	4737	1064	6479	11882	11422	6159	8467	14534	13782	8430	971	2479	3012	2283
s_4952	ZFP82	2268	5081	5601	1000	4965	6835	14588	5841	6907	10078	17872	4788	1046	2288	3082	2503
s_4543	ZNF418	2417	7898	8171	1418	5477	15630	13721	6873	9259	18040	23284	8495	1555	3183	4308	3848
s_2825	IRX5	1110	3088	5367	626	4414	4142	5774	4078	4297	5872	16136	3762	639	811	1380	958
s_483	ETV6	925	3843	3087	666	1862	5354	5230	1673	1812	5843	3093	2919	402	1092	1900	996
s_2486	ZNF232	1168	2983	2220	569	2340	6240	4950	2874	5687	6506	9524	4467	863	1263	1991	1751
s_2562	GFI1B	1067	3071	3543	699	2918	10764	6598	4603	3102	5217	8312	2786	1050	1441	1807	1558
s_730	HLA-DRB1	1966	5755	5964	1082	4628	15143	12131	5642	5541	18491	21055	10356	946	2299	3787	1590
s_1062	IL15RA	2015	7196	7467	1159	7161	17014	15749	7001	6810	11141	24383	4975	1362	3887	4590	2725
s_364	EGR3	2304	6503	4322	1326	2466	14125	21267	6830	4897	6660	8977	3660	1285	2332	2740	2598
s_4177	ZNF587	3191	8252	7626	1830	9819	16702	20293	9147	9768	16415	22479	8337	1812	4297	3099	3649
s_2963	ARID5A	1139	3017	2466	498	2526	5016	4590	2191	3040	4268	4609	2007	985	1252	903	1708
s_3941	ZFHX4	2779	8429	8595	1624	12029	13989	13064	9341	5975	16280	14399	10381	1045	3329	3653	2738
s_5237	ZNF716	1711	5715	5686	1399	4831	15359	14573	6639	4304	10488	11905	5728	1717	4077	4334	3915
s_514	FOXD1	1958	2741	2734	777	5364	6642	4690	3652	1999	8621	14538	3638	1083	857	2587	1277
s_5706	Non-Targeting Control	2818	11187	10948	1786	8838	13916	13208	9934	8331	14758	21155	7356	1390	3085	2988	3123
s_325	E2F2	1492	4151	2654	958	4303	5737	5572	4942	2947	9484	10225	6065	651	1006	1939	2043
s_4435	KLF17	778	2432	2295	509	2388	5312	5215	3513	3642	5071	6952	2839	493	2227	1754	1328
s_668	GTF3A	1778	3945	5548	872	6198	5255	5623	5458	4241	8339	6449	6055	402	2282	2197	1432
s_4866	FERD3L	1607	4784	5546	689	2948	5358	5035	2360	5342	11045	18190	6982	1448	2909	2539	3209
s_2648	TBX19	1438	3669	3765	904	4806	9486	7443	3555	4113	8053	15905	2992	500	1667	919	1411
s_3786	PRDM16	2297	5154	5262	1251	7122	10496	14587	5247	5873	7812	12731	9732	679	1865	1512	1894
s_1467	PAX1	1377	5268	3231	825	4118	6886	5910	5000	4505	6582	15339	4214	663	1320	1814	1239
s_5922	Non-Targeting Control	1561	3970	4279	901	7582	11881	11959	6467	6203	8698	5557	7011	1045	2240	1816	1908
s_3323	IRX4	845	2569	2667	400	1852	2408	2699	1845	3462	3854	6624	4737	579	636	969	596
s_5242	ZNF727	1001	3851	2911	578	4143	6943	8671	2327	2334	5412	11984	2362	686	1521	1744	1117
s_4608	GLIS1	1308	3256	1762	788	6486	10409	4996	4361	3667	7160	9459	3010	660	621	768	921
s_3348	MLXIPL	1167	4556	3729	851	5449	5024	3473	3592	3905	6522	7748	3955	2386	1868	2542	2007
s_5088	ZNF81	2251	7401	7580	1317	12743	19723	20662	12169	7839	16677	26388	6135	938	3492	4195	2818
s_2931	TCFL5	1233	3810	3535	873	3494	3984	6841	3438	2921	6064	4493	2157	973	1713	1884	1752
s_5690	Non-Targeting Control	1519	5863	5489	1096	8127	6521	11129	4774	4291	10186	14795	4345	702	1841	1635	1862
s_1863	SP2	2642	7260	8011	1472	8021	8872	14121	7243	8564	16170	16907	7885	1175	2586	2814	2784
s_1609	PPARD	2158	5557	5193	922	6451	8801	10246	6085	6527	9397	21144	5352	1218	1958	2270	1587
s_3665	ZFP14	1012	1866	2287	521	1061	5721	6849	2314	3533	4887	2821	2855	229	549	608	688
s_1339	NFATC2	520	1694	945	284	1262	1681	1841	2142	1336	2276	60	1219	575	677	366	573
s_4280	ISX	1275	3938	4773	679	4713	8894	7985	3629	2358	6667	7500	2648	636	1700	1742	1964
s_2067	TFCP2	1161	4236	4062	760	4539	7098	5706	3087	3929	8199	18558	3370	724	1388	1185	1099
s_5008	ZNF260	2041	7684	8520	1114	5796	7690	5984	3887	6314	12915	18686	5159	812	2864	2901	1816
s_252	CREM	2695	8807	8855	1366	11383	15651	12992	8484	10462	19020	10667	8611	1381	4515	4058	3162
s_1433	NRF1	1496	4616	4480	956	7054	6367	6093	4785	7150	8999	11608	6133	893	2661	1933	2047
s_5640	Non-Targeting Control	1202	3204	4744	672	2187	9412	8685	5162	2101	7165	13685	3831	493	1506	2025	894
s_198	FOXN3	1757	4759	4782	959	10176	7805	10344	5895	4314	9549	14026	4420	1611	1845	2685	2540
s_5951	Non-Targeting Control	1141	3391	4385	750	2719	6559	7525	3833	4949	15476	18260	4314	975	2567	3639	2458
s_5991	EGFP	349	569	770	222	1170	1549	1551	723	1370	3010	4426	1493	164	310	285	305
s_4690	ZNF791	1561	4034	3165	751	3951	6639	6629	2917	2430	3533	2378	2956	708	1795	1568	1641
s_189	CEBPG	1812	5225	5815	969	4535	11712	13067	5114	6319	12787	25598	8047	1748	2854	2378	2262
s_4546	ZNF418	1455	3289	3196	592	5484	4655	4943	3810	3792	8213	8138	3057	656	1575	3493	1804
s_3179	ZZZ3	2073	4972	3399	1085	5151	10232	8786	4912	6002	10683	10680	4403	949	2077	2558	1971
s_4915	ZNF740	2049	5948	5904	1038	3489	9217	10814	5080	2631	4275	448	2649	677	2846	1855	2423
s_1111	IRF7	1622	3631	3960	636	4644	8326	8508	3683	3209	10796	8747	4101	699	1565	3290	1555
s_2514	TFEB	1163	3965	3558	652	3296	10314	7944	4851	5141	9431	15751	4805	829	1105	1917	1591
s_3529	IL26	915	3119	3721	666	4668	2853	2911	2581	3659	9231	14955	2632	597	1578	1906	1322
s_5531	Non-Targeting Control	1952	5921	4192	1169	5727	10303	35243	5774	5619	15814	16911	7838	1241	3385	2838	2900
s_1058	IL13	1557	4985	5131	857	7023	9363	9658	3951	5164	7259	2212	5309	711	1803	2073	1892
s_5299	FOXD4L5	712	783	1125	237	2002	3310	2664	1967	1647	3338	6686	1560	464	494	746	570
s_5837	Non-Targeting Control	1547	4324	5259	793	4739	9538	10526	4160	8033	14830	12092	6613	881	2545	3197	1830
s_3053	ZFP30	2121	6200	5174	999	6729	8477	9745	4676	6822	13451	14158	4878	1199	2502	3705	2238
s_1341	NFIA	2438	6925	6543	1172	9499	11795	11766	6238	3657	11182	16884	5241	509	1916	2236	2004
s_4235	MED30	1968	4571	2220	1195	6702	4947	5187	6614	10734	6737	10678	5735	860	1600	1017	2033
s_2844	KLF2	2259	2950	1856	846	9816	2554	3659	2884	8135	8271	3386	3480	1763	930	1104	1501
s_5604	Non-Targeting Control	2471	6042	6396	1044	6271	9780	8660	6352	4029	11237	18804	4744	1102	2105	2902	1968
s_2936	SIX2	1092	2832	2353	564	2722	4552	8316	3137	3634	4942	9450	2560	368	1679	1569	1269
s_5747	Non-Targeting Control	2321	5231	5862	1284	8099	13070	15044	7959	5849	21199	27473	10962	1681	3290	4123	3751
s_2865	CREB3	1583	5003	3965	859	3203	7078	7143	3751	6806	11375	19480	5794	945	2765	2956	2909
s_4758	ZNF169	1840	6065	5979	935	5562	10318	12870	5599	5609	11857	21698	5006	1374	1316	2120	1678
s_1405	NHLH1	924	3345	2200	486	2121	10128	5460	2960	3487	5965	10899	3555	432	1350	1635	1175
s_147	CD1C	999	2894	2856	549	3652	4017	5421	2309	4579	10424	16448	4536	1074	1440	1532	1482
s_1523	PITX1	2471	6166	6981	1444	7414	13218	9265	5844	8119	10858	12418	3774	946	2792	2354	2744
s_3545	MYNN	1122	4370	4088	867	4852	9710	6376	4427	3362	13719	19169	5092	626	1727	1688	1218
s_2060	TFAP2C	2167	7817	7508	1337	9347	16148	14979	8119	11201	17858	27315	11580	1723	3374	4255	3153
s_2012	TCF15	1467	5208	4045	846	3175	7256	5051	3773	4037	6506	18210	5069	927	2313	2761	1881
s_3404	CXXC5	1213	3316	3411	662	4092	6304	9387	2816	2957	3823	4074	3007	309	1244	2174	910
s_1461	OVOL1	1270	4623	3663	829	3047	6551	5989	4373	2532	5271	3258	3145	509	1204	1616	787
s_3748	BACH2	1245	4188	3965	599	4830	7864	7224	3607	5120	9032	5274	3574	922	2471	2581	2008
s_2083	TFDP2	2565	9064	8406	1612	8278	13607	12894	8489	11108	24326	35220	11559	2093	5223	5031	4578
s_2993	BTN3A1	2634	9183	7346	1503	9615	15115	14077	8770	7841	10286	7065	6070	1058	2497	2546	2663
s_1434	NRF1	1080	2465	2309	570	4236	2395	2252	1525	2840	8146	4278	3461	399	1015	1194	834
s_5942	Non-Targeting Control	1327	3748	3738	724	1709	8997	8743	4810	6916	12960	8314	8499	1121	1545	3403	1908
s_3767	DMRTC2	1388	3617	4144	806	2700	2571	4613	3568	4566	7355	2653	6111	1019	2044	3283	1774
s_4657	NKX2-3	1124	3528	4098	647	4800	6161	9426	4130	3183	4661	5596	3185	466	1347	1260	965
s_4685	ZNF846	1385	3738	5275	874	4808	12206	11517	5033	2752	9765	11834	4827	782	1470	1958	1539
s_3983	ZNF442	2097	5480	6252	1116	7234	8292	10112	4236	7025	7678	7465	3963	1112	2060	3852	1629
s_834	HOXA13	1202	3912	5088	784	6056	9091	5899	5858	3429	6403	5410	3832	804	1136	1017	1498
s_4115	ZNF527	1803	5569	4964	1009	7303	13255	9501	6640	6345	18791	23720	7124	1543	2500	3224	2450
s_5445	Non-Targeting Control	1397	4735	4979	852	4774	9753	14275	8160	3260	11954	10892	4834	1093	2342	2846	2122
s_5185	ZNF805	1204	2231	2317	497	4332	6415	4298	3740	2764	8023	15047	5176	925	1512	2579	1096
s_5769	Non-Targeting Control	1563	5199	6213	951	4281	12073	10976	6110	5042	12001	4813	4436	594	1733	1831	1283
s_3208	EHF	2370	7205	7044	1485	10250	13337	17504	7223	4407	11213	13276	7400	1126	3372	3114	2411
s_5026	UNCX	1261	3038	2654	691	3007	6817	3795	3430	4375	6701	4434	2604	322	1888	1624	1760
s_2759	SETDB1	1322	4336	4575	912	5195	10456	11538	6523	4795	8441	11191	3997	664	2469	3329	2365
s_1027	IL6ST	2292	6345	6260	1274	11364	10282	8036	5759	5131	17801	24024	7561	1238	2352	3542	2605
s_2430	ZNF180	1525	4298	4928	702	5116	7671	8850	6175	2630	6208	1997	3316	672	1812	2362	1251
s_3456	ZNF562	1247	3179	3300	651	4571	6929	6402	4215	1348	3244	5340	2266	752	1720	2396	1478
s_5962	Non-Targeting Control	1801	2998	4143	656	8300	9944	8043	4599	2444	9972	6648	2577	433	1157	1603	1459
s_226	CCR8	1284	4614	3785	956	3842	8746	6595	4746	3069	8948	11448	3467	757	2206	2693	1932
s_810	HOXA5	1478	4019	4504	773	3540	5383	7151	6176	4007	18988	15948	7352	819	1678	2568	1623
s_5944	Non-Targeting Control	1351	3226	3868	801	4332	9071	5705	4209	4234	9537	12292	5352	713	1236	1588	1291
s_52	ASCL1	840	3195	3134	729	3012	4146	6388	2435	4124	6536	12450	3607	465	1770	1809	1312
s_3200	GMEB2	1418	5573	5170	946	4900	5447	4619	3864	1978	3944	3178	2811	762	2381	3248	2113
s_4141	HES7	1827	2905	3129	751	5729	6393	7851	4370	4831	3706	12479	3584	1187	1341	1299	1525
s_1364	NFE2L2	2620	5566	4772	1235	10041	15580	17575	9486	8583	15844	10738	4956	938	2200	2775	1839
s_3617	VARS2	1390	4147	3021	896	5938	10089	7933	5639	3698	8003	9578	4181	1012	1452	4326	2193
s_2807	ZNF197	2340	4584	4143	1049	6516	7235	7790	5278	4771	17405	14921	6358	976	3290	3690	3585
s_5916	Non-Targeting Control	1804	3653	3443	727	5053	5395	6612	2679	4222	4172	9315	3053	650	2397	1828	1744
s_3244	TAF5L	1156	4723	3746	865	3694	7653	2267	3554	6328	5495	13586	5341	879	2118	2282	1968
s_5	AGER	1126	3587	3320	616	3142	5016	3478	2683	3060	3552	8896	2426	865	2048	1736	1720
s_163	CDX1	618	1805	939	441	2080	2862	2877	2038	1747	4248	4374	2795	902	465	625	833
s_5652	Non-Targeting Control	2223	5954	6860	1119	9769	10886	10006	5887	4788	15054	10056	5238	705	2680	3352	2347
s_1733	SALL2	1970	5449	6504	1222	9298	11471	11541	8838	4877	20367	21488	6936	1495	3191	4524	2875
s_3923	ZNF768	1483	4644	4515	741	3753	8279	5791	4759	3536	11719	7268	7759	499	1671	1801	1286
s_4725	TIGD2	1971	5153	7775	1083	9075	10028	8200	4484	7317	16844	28168	7339	1383	4780	4500	3201
s_2617	HESX1	1056	3622	3776	698	2934	7613	5823	2787	5536	11304	18534	7602	969	1899	1795	1793
s_4486	HDX	2782	9147	7391	1774	10560	13813	18279	7927	7035	28878	29735	12316	1645	3809	4713	3454
s_1153	LTB	782	2508	2416	529	3019	2794	3461	1788	4145	4391	14875	2578	469	1585	1376	971
s_5671	Non-Targeting Control	1979	5917	5510	1084	7430	14180	12468	6945	11740	32827	40293	20511	1299	4157	3938	3070
s_5153	LIN28B	2495	8167	5160	1541	6603	14055	18256	7765	7240	17005	29942	11168	1816	3925	3864	4265
s_1646	PURA	1264	5220	5021	866	5347	9062	8080	3811	4904	14078	24957	5004	864	1114	2301	1323
s_1529	PITX3	1171	3351	3144	670	5630	6862	7240	4123	2353	4901	8970	2732	598	656	984	890
s_4049	ZNF93	3009	7310	5537	1442	7302	16743	10339	6909	6963	20143	14962	8642	1112	4038	3005	3173
s_2076	NR2F2	2279	5757	4738	1178	5218	5970	6224	4123	6743	11629	13861	4890	1345	2201	1900	2596
s_3344	ZNF691	2559	5417	6671	1110	6111	14977	13074	5319	5660	10592	13640	4290	1358	2103	2558	1923
s_2508	DDX39B	755	3528	2880	543	2137	5824	5080	3535	2178	4112	3044	3234	357	403	3123	917
s_1372	NFIC	1950	5206	4491	1016	7781	10885	9877	4773	4099	8942	18153	6757	873	3512	2512	2248
s_3642	ZNF398	1678	5481	7342	1111	3702	14396	10133	6531	2704	11995	13831	3972	901	2058	2099	1349
s_3611	ZNF695	1277	3985	3357	694	4061	7377	9910	2181	4048	16297	19042	6546	750	1696	1216	1400
s_1189	MAF	2514	5905	6719	1503	7859	14870	17736	7528	3987	15255	12026	4487	379	2183	2539	1880
s_4334	ZIM3	1881	4622	4859	1008	6941	6774	7910	4783	6287	10752	17293	5066	820	1752	2080	1538
s_1593	POU5F1	1250	4780	4178	841	5543	7920	11397	3995	2769	8349	13272	2691	755	1741	1379	1665
s_603	GATA3	490	1346	2403	274	2167	1299	1810	946	1698	4167	8690	1159	588	588	781	852
s_2533	LHX3	1321	2717	3108	623	2117	5618	1445	1925	2836	8375	3329	4278	428	1415	1732	1538
s_250	CREM	1169	3140	3413	741	3528	4432	3354	2961	2518	7668	5190	4535	966	2065	2892	1823
s_738	HLX	1774	7057	5935	1141	8774	9344	5967	5636	5175	15558	12988	7105	841	2312	2050	2501
s_2123	TNF	1224	3399	3279	737	4444	6337	5632	3693	3660	6428	10907	3850	594	2119	1960	1720
s_5591	Non-Targeting Control	2673	10933	9421	1776	7806	14645	9704	5917	9496	17340	16461	8384	1110	2680	3571	2390
s_1206	MECP2	1284	4520	4322	889	6216	10314	12705	5914	3937	18019	19663	6481	655	1925	1519	1438
s_3485	HES6	1129	3820	2307	807	3978	8540	6586	5089	3189	7193	5520	2690	590	960	1473	1102
s_5749	Non-Targeting Control	1541	4638	3814	800	6755	6370	7115	5028	2137	9647	2882	3936	450	1993	2533	1117
s_3576	ASCL3	1212	3594	3302	632	2973	4849	5255	2451	3963	6190	14945	2920	836	1766	1467	1430
s_179	CEBPB	1355	3350	3155	689	7572	6747	7695	3406	2250	5850	1368	1891	496	898	677	1035
s_5287	ANHX	2444	7392	6502	1332	7209	9537	9818	6365	6373	14951	17483	7040	1355	4310	4580	4127
s_5806	Non-Targeting Control	2708	7551	7122	1619	7668	15609	21484	6311	5716	18078	16343	6829	1079	3201	3043	2263
