sgRNA	Gene	D1_MOI2_High	D1_MOI2_Low_Mid	D1_MOI2_Low	D1_MOI2_Mid_High	D2_MOI2_High	D2_MOI2_Low_Mid	D2_MOI2_Low	D2_MOI2_Mid_High	D1_MOI5_High	D1_MOI5_Low_Mid	D1_MOI5_Low	D1_MOI5_Mid_High	D2_MOI5_High	D2_MOI5_Low_Mid	D2_MOI5_Low	D2_MOI5_Mid_High
s_4542	ZNF534	2696	6608	5768	1188	9329	17988	23342	6910	6623	19425	16550	8259	893	2828	2625	2532
s_5740	Non-Targeting Control	1161	4834	3903	630	3628	6358	7650	3595	3490	7650	6715	3843	456	1739	966	1522
s_2738	CREB5	1397	5300	2939	786	3939	7733	6082	5216	3034	7961	9781	4631	837	1855	2082	1952
s_333	E2F4	1256	2972	1370	700	4720	4557	5700	3502	3785	6600	3500	1390	380	871	1432	947
s_722	HLA-DQB2	1404	3521	4424	866	4382	9744	9099	4857	6418	6264	10942	5111	1285	2188	2883	2056
s_5529	Non-Targeting Control	1455	4277	3380	727	5449	10263	9228	4534	5016	12505	12968	6443	921	3147	2265	1561
s_1100	IRF4	320	1354	886	243	1223	1829	909	1231	1353	2472	1577	1129	168	231	510	541
s_972	IRF8	2870	4301	3175	1241	6057	14659	13240	8714	8318	17382	21147	9500	1410	3780	3534	3455
s_4962	ZNF619	1849	4866	4846	890	5715	8939	9243	5157	4913	9212	9585	3889	377	1987	1958	2080
s_3264	KLF15	1752	5454	4863	831	7284	8977	11576	4678	5653	12230	17032	5606	978	1748	1829	1894
s_3163	POU2F3	1539	3965	3594	781	5797	6801	6136	4277	3522	13486	13737	7514	949	1696	2450	1121
s_1991	TCF3	717	2401	3388	471	2237	4756	3468	1798	4352	9322	16020	4600	521	1351	2122	1344
s_966	FOXN2	3134	7160	7810	1463	7687	11073	14767	7698	9306	10775	8961	6553	879	2189	2988	2871
s_460	ETS2	2867	6538	6842	1785	6037	10786	14424	4560	9059	17161	31134	10597	1173	2805	2478	2931
s_5031	ZNF774	2170	8050	6628	1375	9777	13325	14817	6168	6908	13239	20749	7595	1245	3224	2812	2897
s_2712	ONECUT2	2148	5732	4492	1206	6441	10881	8594	5053	7429	10555	7475	3900	1161	2535	2827	2301
s_2725	NR1D1	1261	4674	5066	701	2291	4803	5588	1716	2021	3077	4395	2133	389	1368	2030	1300
s_1409	NHLH2	1471	4148	5240	881	3632	9329	6605	5014	3476	7643	15916	4397	1012	2524	3082	2191
s_5526	Non-Targeting Control	1472	5002	5529	695	3890	6157	7522	2640	7541	7817	16304	5459	674	2475	3112	1662
s_5631	Non-Targeting Control	1719	6489	3777	872	7595	12109	13963	7075	5044	12669	19089	4089	1189	1972	3027	2005
s_187	CEBPE	979	2546	2404	471	4412	8163	5428	3376	1378	7657	773	3970	367	993	607	1045
s_4376	ASCL4	1124	3373	4330	661	1948	6181	4968	2472	3101	4977	15045	3223	575	1146	1787	1098
s_1228	MEIS2	1606	6816	5006	1209	2701	11188	4830	4505	7170	12870	18674	6604	1181	1688	2691	1846
s_127	RUNX1	869	1950	1824	461	3730	4238	4061	2035	4243	5555	5498	3867	420	1092	1692	1256
s_2218	ZNF3	846	2742	2303	639	3165	4618	6333	3510	3877	3877	7449	2136	459	1468	2185	886
s_3390	ZNF589	1627	3553	4401	937	5679	9791	11929	4644	3383	6136	3514	3314	744	2407	1846	1373
s_5425	Non-Targeting Control	2478	6954	6698	1544	8319	13981	15501	7917	4160	13251	11732	5985	687	2318	3354	2494
s_5285	ASCL5	1385	3656	3229	660	4753	6705	9282	2768	4261	14812	4762	4038	372	1537	1310	1242
s_1793	SIX3	1818	4013	4408	874	5507	12626	14164	5795	5846	9394	8699	5673	812	3382	6907	3042
s_5752	Non-Targeting Control	2007	5154	6492	1173	9118	11942	14412	10066	5346	10345	18546	7265	1036	3000	2847	2257
s_2848	IRF9	2040	6230	8811	1128	6160	15742	16126	8156	6940	21525	16987	6712	1190	3452	3881	2877
s_482	ETV6	2066	3613	2669	846	4808	8343	9146	3530	4808	5176	9558	3762	849	1864	2927	2010
s_567	FLI1	2210	6729	5907	1234	4415	11676	12054	6077	4242	27729	28652	10657	1247	3587	4420	3107
s_4830	GSX1	884	2797	2006	448	3467	5169	4478	2670	2623	3825	10232	1759	608	424	665	701
s_3431	CCHCR1	2129	8129	5488	1455	7254	9979	17093	8355	5434	12736	16516	6842	806	1742	4862	2250
s_5649	Non-Targeting Control	3258	9109	7754	1667	9101	13751	21144	9648	17584	24570	19894	9194	1527	4036	6109	3286
s_5841	Non-Targeting Control	1276	3302	2151	670	2740	5964	5080	4192	1940	4742	2472	2473	351	1742	1704	1334
s_2773	NR1I3	2315	6156	6318	1307	4691	14124	15682	6795	9442	20588	21782	8474	936	3044	5025	2768
s_267	NKX2-5	1132	2696	2541	523	3704	7236	6289	4123	7768	12890	20899	7049	609	1359	1107	1033
s_1507	PBX3	1551	4622	3111	947	6852	9618	7821	3897	8655	6905	19047	4795	664	1051	1992	1396
s_295	DLX3	1029	4175	4088	696	3151	6551	4448	4307	4916	9350	12242	3955	758	1396	2453	1133
s_1306	MYF5	1982	5420	4913	1105	5452	11594	10596	4196	7747	12424	13404	7057	937	2779	3172	2144
s_1239	MICB	1758	4966	5409	1301	4912	9246	7796	3513	5228	7175	14051	4454	875	1917	1381	1531
s_4562	ZNF784	1538	4791	5349	888	6120	8802	8097	5091	4788	8208	13294	4703	835	2081	1976	1949
s_1487	PAX6	1719	3599	3413	1031	6634	9140	8079	4732	6222	6355	12814	3768	564	2297	2104	1673
s_792	TLX2	1314	2688	3503	671	4865	8728	5354	4882	2546	5268	7655	2840	909	2006	2294	2105
s_4047	ZNF611	1914	5032	5399	1092	5620	8693	11565	6632	6561	14549	15171	6730	1105	2412	1899	1992
s_4344	ZNF653	1488	2942	2796	695	4134	6619	6169	4294	3149	2761	3974	3055	463	1600	656	1368
s_3762	FKBPL	1277	3985	3953	720	2684	7779	11670	5401	4711	11879	17615	4810	725	1749	2356	1372
s_4271	ZNF682	2440	4262	4195	970	4783	5405	4062	3126	4624	6957	23448	3781	911	1989	2229	1194
s_4544	ZNF418	2565	6839	8567	1191	13869	12764	12024	7082	9931	21021	21235	8182	1118	3815	5786	2507
s_5778	Non-Targeting Control	1139	3163	3842	651	2505	7689	5381	2891	2451	6138	8949	3010	657	1286	1309	1629
s_5667	Non-Targeting Control	2260	7718	7069	1422	7271	18992	11685	7352	13128	31132	32912	14180	3344	7206	7131	9077
s_5315	CCR2	1836	4959	4603	955	5689	13135	8707	4762	4005	8233	7701	3922	1144	2116	2349	1776
s_3520	ZFP64	2042	5897	6039	1278	9731	12854	11488	8338	6010	14792	30920	5921	1330	4111	4959	3649
s_5196	FOXI2	1637	4148	3199	808	5026	8071	9393	4618	7910	14483	16190	3989	1018	1642	2540	1406
s_4268	CREB3L1	2434	7295	6743	1346	8951	10711	8791	6756	4838	12112	19332	8896	1030	2693	2021	3024
s_3549	MESP1	919	2288	2070	537	2887	5384	4409	1669	5485	7593	23905	5175	545	1620	1895	1728
s_3033	IKZF3	3036	9005	9231	1889	11016	22124	17821	11373	8196	18391	21989	8776	1988	5297	8062	4104
s_4230	ZNF468	1649	7578	8323	1291	4746	12981	11972	5292	5374	13931	17915	6739	1139	2033	4445	1697
s_4450	OSR1	2144	3511	3645	826	3776	6818	9106	6031	3181	10254	12998	3892	604	2822	2773	2619
s_2207	ZIC2	1447	3284	3081	797	2201	7807	8803	3857	2336	5424	7499	3099	462	1234	1021	1050
s_2233	ZNF10	1276	4277	4416	808	4726	9432	8973	5014	5660	11800	8850	6083	1075	1555	2574	1956
s_2216	ZNF2	2338	4206	3549	1012	5246	26551	31613	3848	5176	10376	5785	5110	764	2325	3618	1543
s_3533	TRERF1	730	2469	3042	499	3326	2256	3865	2132	1889	8858	11283	2993	705	2034	2705	1774
s_4644	ZNF782	1744	5474	5819	1045	5994	8887	7107	5824	5474	11967	10660	6061	962	2458	3968	2373
s_5034	ZNF774	2338	5970	4033	981	7162	10710	11097	6597	5741	17078	12149	5104	1401	2922	3475	2740
s_3974	NANOG	1317	2641	3255	669	3971	6393	7005	5297	3543	5514	9086	4850	423	1205	1512	985
s_5981	Non-Targeting Control	1941	3823	5286	952	8464	5150	5026	3137	5263	8217	4278	2571	548	950	638	1016
s_1716	RREB1	1302	4364	4636	731	4420	9246	8540	6487	3461	9036	11575	3600	613	2405	2207	2151
s_2306	MZF1	1100	3942	4163	667	7666	5542	4554	4519	3837	8464	14331	5558	932	1278	957	1159
s_624	NR6A1	1378	4872	3803	829	3779	7987	5300	4806	4174	6379	8034	4767	792	1838	4178	1438
s_5607	Non-Targeting Control	1101	2951	3547	534	2856	4594	3632	3426	3202	8008	9421	3691	781	822	1743	1252
s_1582	POU4F1	1987	4940	4893	1096	2461	8597	10394	5130	5288	8210	11952	3557	1078	1815	2201	2233
s_3192	ZNF337	3082	8379	7326	1471	7483	23805	22872	10184	8502	22250	25316	10847	1749	4364	2628	3982
s_1707	RORB	1780	6246	4843	1231	8148	13361	17195	8209	6349	13592	20821	8818	948	1822	1822	1970
s_1499	PBX1	1868	5264	4689	1074	5005	10404	7274	5538	5920	15301	18309	7473	1126	2177	2638	2585
s_1154	LTB	1183	3862	3377	577	4798	4142	3192	3816	3287	4694	4323	2894	461	1017	1192	1192
s_348	E4F1	2903	6590	8120	1475	9740	14326	11641	7919	5342	15608	25028	6450	1751	4680	3969	3745
s_5177	ONECUT3	870	3640	3137	554	2673	4913	10353	2915	2093	5627	4037	2450	1366	1689	2241	1227
s_4650	RHOXF1	3413	8795	7960	2085	28177	20045	19897	23910	8750	20912	14301	9048	1403	3070	4735	3131
s_2222	ZNF711	2321	7990	6791	1493	5924	12514	16182	7417	9480	19166	13858	10099	1745	4505	6152	4562
s_412	EN1	1497	3804	3000	764	3017	4163	3587	3594	2884	5309	4688	2337	346	2845	1196	1296
s_2027	MLX	752	2561	1754	432	4021	1052	3700	2212	1431	1707	1666	1422	475	1689	757	1414
s_1140	LHX1	957	2474	2974	525	3326	7183	10759	5071	3352	10266	3734	4740	423	849	1120	834
s_5098	ZNF530	1071	4218	3315	728	7249	9139	6314	8714	4380	9549	19206	3754	787	1567	1477	1858
s_459	ETS2	2052	5564	5510	1129	5597	18188	14006	8944	7552	14885	23899	5370	1286	3809	4938	3192
s_1469	PAX2	1385	4653	3138	806	6135	4986	5266	5624	5567	5564	5422	3189	801	2097	1928	1780
s_3955	ZBTB3	1149	2987	1979	576	2556	5626	5049	2853	4565	10404	11455	4006	547	1076	1273	1060
s_4066	SOX7	2022	6760	4291	1300	3417	10441	9940	4601	5972	9836	7179	3976	665	2933	2288	1700
s_1065	IL17A	2802	8318	7353	1562	7199	12738	13170	5918	8704	15146	16757	7372	1260	3434	3779	3253
s_2546	ALX1	1499	5017	4939	1000	4380	7767	8710	2718	4395	7105	11081	3828	1015	1791	2016	1815
s_1060	IL13	2454	6902	9621	1328	7400	13782	15499	7662	9338	20151	26219	12588	1281	2299	3241	2893
s_5244	FOXB2	1902	3595	5163	936	7288	9098	9206	5807	6698	14654	22539	5290	735	1255	1841	2247
s_2266	ZNF22	2518	8297	6181	1308	5084	14393	15744	8095	8336	17518	19445	8269	938	3061	2978	2413
s_4364	DBX1	1296	3313	2939	749	3859	4678	5277	2143	3535	5861	5410	2679	494	1153	1177	986
s_604	GATA3	1608	5437	5495	881	7531	9540	7974	5991	7198	14134	19616	8321	999	2175	4192	2136
s_4489	FOXR2	2306	5592	6818	1093	9169	13114	16709	7527	6640	21030	26006	5364	1115	3868	2575	4132
s_1694	RFX4	1070	2817	3458	723	1574	8619	7658	3861	4678	10583	18672	6356	645	1350	1762	1244
s_845	HOXB3	2045	7411	6213	1163	5032	9035	5204	7126	6422	11391	28926	6111	835	2790	2538	1853
s_3841	ZNF574	1364	3217	2571	852	5506	6082	8563	4156	5367	7271	9745	4147	926	797	1582	1502
s_2376	ZNF135	1781	5295	4497	861	7366	6850	9310	4717	6374	14765	21313	6163	1103	3012	3993	2817
s_1839	SOX9	1216	4860	5356	762	4336	4140	3729	3498	3730	10751	6012	3807	384	700	1330	1035
s_152	CD1D	1276	4712	3354	659	4282	8911	10829	5105	5106	11519	8870	5488	917	2823	1980	1969
s_3734	PRDM12	1295	2776	2945	631	3946	4964	9414	3325	2241	7188	4824	3722	456	1423	1889	2053
s_2545	ALX1	1099	3654	4241	697	2330	4425	5067	2457	3833	19618	19475	5934	716	1222	1877	1288
s_1982	HNF1A	2604	6881	5272	1446	9772	17839	17550	12682	6035	10954	13853	8540	1433	2518	3159	2621
s_724	HLA-DQB2	1583	4040	5999	929	3093	11422	13146	3142	2377	10805	12428	3633	864	2450	2743	1940
s_2658	ZBED1	876	3975	2683	727	2640	5321	6022	2819	1967	6194	1936	2856	558	1045	1759	1389
s_2964	ARID5A	1575	3940	4670	868	4335	9189	7948	3800	5546	14918	20710	6902	1137	1228	2112	2093
s_5636	Non-Targeting Control	2054	6257	6091	888	5688	13695	12139	6642	3761	11566	10864	4952	1291	2645	4546	2754
s_4239	ZNF799	1287	3629	3051	680	4516	2794	3470	2838	2441	8896	13772	4444	772	1784	2095	1952
s_5985	Non-Targeting Control	2705	6207	5152	1254	9021	12254	17727	6377	7973	20661	29903	10514	1469	3432	3933	4265
s_1216	MEF2C	1345	3931	3553	811	2866	5750	7129	2735	3898	5173	3706	2218	367	2200	1901	2016
s_589	GABPA	1420	3862	3268	789	6912	8708	7400	6684	4364	8372	9751	3965	751	1756	2481	1995
s_3625	ZNF287	2033	6458	5894	1066	5376	7864	6749	3591	5673	13409	21039	7160	1672	2582	1573	2996
s_1424	NKX6-1	1389	2820	3276	555	3147	5055	5082	2953	3579	9261	7663	4133	616	1449	2410	1564
s_1933	T	1294	4672	2925	690	3831	6050	7854	4655	6068	8240	12573	2899	681	2049	2758	2336
s_5980	Non-Targeting Control	3352	7705	6473	1476	4931	13301	13080	7722	8086	20387	24976	12148	1019	3304	4707	2740
s_3136	ZMYND8	1266	4239	3920	861	1927	9426	6847	7061	2165	6164	17110	4736	978	2492	1973	1570
s_4192	ZFHX2	966	3470	3447	617	2690	4144	6956	3507	3849	9398	7424	4759	493	1492	1038	1031
s_1531	PITX3	1339	3271	2572	755	2568	6595	4524	3821	2386	6170	4740	3112	637	1066	1115	1268
s_1665	REL	2279	4624	3644	1087	5325	13864	8242	8031	5340	10348	17754	5211	864	1925	2133	2057
s_1463	OVOL1	1401	3537	2882	657	6533	6455	5184	3777	2298	8139	13374	3458	662	1096	1096	1407
s_3771	DMRTA2	1843	5464	3681	998	7011	9863	11074	6880	6646	12933	19620	6032	1216	1902	2867	1880
s_3812	SOX17	1405	3879	4023	715	6512	8768	7487	4306	3666	8953	7306	4559	423	1484	1789	1451
s_4934	ZNF776	1998	5148	5612	1048	4954	9992	8072	4180	6510	14729	17930	4918	967	2107	3818	1463
s_3932	E2F8	1496	2580	2420	582	1156	5379	4992	2628	2419	5628	5803	1981	633	1261	1773	1223
s_449	ESRRG	2292	6648	6203	1058	4267	10698	9700	4797	6236	12808	17161	7257	1080	3028	3523	3212
s_457	ETS2	2048	7404	6155	1413	8142	13966	12991	8729	9269	18619	25058	10307	1277	3462	4929	2779
s_565	FLI1	1975	6120	4678	1008	3505	11100	8125	4474	2238	10233	12072	5358	853	1862	2467	2005
s_4937	ZSCAN1	1392	2773	2987	707	4555	5386	7103	3432	2870	6181	17766	2661	561	1981	1580	1652
s_4945	ZNF283	463	2154	2708	351	3918	3185	3112	2843	4931	3288	8632	2310	332	962	1142	1052
s_3946	CARF	1854	6196	4808	832	5036	5328	11018	4560	6295	8261	12472	4507	829	1986	1996	1661
s_4300	ZNF276	1418	2884	2556	588	4979	5035	4851	2256	2766	8317	5782	3710	586	1576	2000	1356
s_3888	ZNF343	1578	4013	2863	844	6435	5136	7505	3801	5091	7639	19296	5465	618	1356	4058	1364
s_5795	Non-Targeting Control	2311	6861	6394	1245	12193	9643	10223	6458	7136	15187	11497	6555	1488	2565	3467	2150
s_1686	RFX2	2710	7372	7051	1486	5980	13791	14699	7569	9089	12068	13998	8341	1618	3078	3734	3692
s_1915	STAT3	1985	5524	4284	1189	2550	9140	8053	5038	4764	8284	4075	4921	935	2810	3629	2149
s_899	HOXC11	1748	3098	2705	950	3891	7214	8295	2769	7827	10687	22497	6619	671	1388	1373	1704
s_3937	ZNF385D	1777	4625	5453	766	4056	8891	8551	5178	6372	8797	12440	6023	564	1822	2658	1575
s_2507	DDX39B	1070	3375	3029	771	5773	7527	8797	2363	1688	10825	4704	3136	452	1167	1646	1290
s_2739	CREB5	1262	2698	2301	548	4792	6424	4981	3708	3078	7767	11850	3073	478	1398	1324	1418
s_2059	TFAP2C	1526	5433	6265	951	4407	8642	10582	5886	2849	2991	3133	3308	376	1543	3522	1661
s_3597	PRDM9	2534	5169	4810	1149	5045	11049	7816	6555	6906	5888	13808	6378	993	2548	2208	2642
s_2836	IKZF1	1157	3119	3582	669	5451	7398	7561	3933	5793	8331	15758	4155	944	1872	2353	1949
s_862	HOXB7	1180	2904	2140	573	3586	6058	5204	1812	4740	10096	13056	5036	741	2781	1853	1963
s_5757	Non-Targeting Control	2527	5063	6151	1274	4995	16462	11267	7248	4151	12354	22349	4264	753	3743	4342	2213
s_3632	ZNF304	1401	3969	5059	775	6217	6823	5867	4187	2476	7616	5673	4525	827	1342	1021	1200
s_5063	NOTO	2868	6045	3961	1047	4928	6366	4530	3999	3369	10065	3783	4401	451	1283	2112	1254
s_5489	Non-Targeting Control	1547	5114	6539	898	4574	9804	11830	5436	5125	11525	21240	4901	891	2014	1721	2084
s_4366	DBX1	3341	10130	10793	1533	8350	11786	22877	6166	8513	22103	35302	11801	1835	3344	5975	3506
s_3362	ZNF219	1251	3798	3061	852	2946	9400	9669	4775	5843	10210	18039	4971	1025	2325	1948	1917
s_4801	TIGD1	1095	3364	4546	614	2435	2761	2348	2201	3163	6445	8730	3395	1043	1023	549	1394
s_3154	SPDEF	999	4161	3775	627	2775	5405	4623	2221	1582	7150	7001	2107	797	1725	1607	1313
s_3912	HMBOX1	1140	3921	3708	704	5049	5397	4057	2875	5557	7535	11608	3322	515	2327	2891	1826
s_4795	FOXD4L1	331	1162	1143	240	574	3555	1070	1066	1254	2645	7428	1808	334	228	336	572
s_5323	ZSCAN30	1726	4615	5356	832	4519	9931	9033	5310	4204	9368	9673	4530	462	1595	3125	1450
s_1493	PAX9	1895	5372	4047	993	4002	10755	8948	3805	5961	12811	18019	6426	814	2671	3045	2027
s_228	CCR8	1810	6613	6108	1131	5661	8959	10764	5201	4553	9292	10004	4581	1051	3121	4256	2584
s_4723	TIGD2	2274	6226	6778	1167	7684	15203	15726	6300	7711	14754	9815	6147	1062	2660	2964	2110
s_2535	LHX3	1272	4268	3619	781	3694	9457	9077	3697	3107	8232	11972	3849	770	1198	2164	1127
s_1333	NFATC1	2347	7829	6500	1314	7201	11883	13757	7086	7673	18151	17397	8284	1127	3183	3441	1847
s_3789	PRDM15	1588	3354	3600	710	6678	7303	8397	4067	4800	10853	26946	3797	1214	2272	3893	2265
s_3217	HBP1	1477	4799	5124	953	6368	10147	10692	3045	5096	12979	15730	6380	668	2202	4129	2423
s_503	FOXF1	1271	4286	4798	709	5022	7014	8253	4680	5634	12296	18830	6038	962	1374	2562	1570
s_5737	Non-Targeting Control	1602	7755	4948	1115	7604	14078	12082	5486	6380	20752	16677	11486	1018	2116	3417	1898
s_4829	GSX1	1050	2359	1481	598	3152	5014	5612	2428	1605	8000	11462	1797	623	2103	1908	1342
s_990	IL2	2191	5621	6745	1113	6162	14287	12836	6992	8119	17407	26276	8559	1215	2823	4848	2150
s_1221	MEIS1	2211	7569	6872	1365	8539	10481	16736	6739	7849	24269	26799	10285	1438	2858	3181	2858
s_5506	Non-Targeting Control	2228	6698	5005	1329	11866	14849	11207	6042	5566	10717	13345	6663	1572	3558	4115	3195
s_2819	OLIG2	1126	3279	3194	678	2644	4384	5129	3567	2149	7023	3199	4444	713	932	1330	968
s_1561	POU2F1	982	2909	3440	532	3122	5445	4641	3278	2735	6289	3610	3074	669	1102	1220	1418
s_5973	Non-Targeting Control	2057	5585	6741	1070	6540	13471	11442	5905	10092	16753	23301	9204	753	1999	2307	1816
s_2600	BARX2	2272	3933	4024	1249	10700	7022	10170	5655	5608	11367	9190	6117	982	2338	3735	2260
s_5116	TBPL2	1882	5217	4921	923	2885	11840	8972	5822	3486	8868	8405	3454	448	1733	2545	1328
s_2841	KLF2	3572	2380	1417	682	5794	11468	9724	4835	12944	5825	9856	3724	1083	907	1268	1210
s_3389	ZNF589	1097	2998	3542	599	4511	5713	8057	4583	1690	6650	5456	2507	546	1975	2020	1680
s_2081	TFDP2	1321	3903	3853	706	4942	7822	7041	4116	4184	15460	10887	6124	683	1802	2664	1582
s_5689	Non-Targeting Control	1768	6793	7446	1189	8722	9909	10776	5726	9708	21224	37027	9050	1288	3526	3651	2936
s_474	ETV4	1900	6188	4768	1130	9403	11301	10027	8418	5484	7405	19197	4298	934	2320	2695	1891
s_2411	ZNF157	2935	6468	6765	1262	7461	17072	8529	7015	5351	16802	13251	6917	1843	2710	2609	2723
s_4917	ZNF740	1736	5494	6582	1031	6108	6632	8238	5133	5682	18318	10225	6468	917	1484	3019	1953
s_10	NR0B1	1416	3016	2586	630	1698	5687	6042	1723	3741	9760	16071	5551	427	1097	1185	1002
s_3783	NEUROD6	1100	2494	2120	559	1126	3280	2839	2383	4192	8804	11642	2947	333	812	1138	1122
s_612	GATA6	778	2726	2446	535	3997	6810	6025	4348	3320	6442	2387	3726	792	2616	2166	1452
s_3622	ZNF248	3215	7839	7804	1704	11292	14339	11235	7891	4998	12096	18154	5250	1355	2250	2309	1995
s_3810	SOX17	1355	5804	6553	860	4255	6740	7524	4516	5924	7906	12424	4554	1345	1302	2341	1656
s_661	GTF2I	1732	4341	3940	738	5647	11629	10569	5148	4139	8859	22415	4966	1066	1062	854	1268
s_3243	TAF5L	1436	3757	2684	696	3771	7274	6178	3314	6461	6219	2297	4038	576	1384	1442	1219
s_475	ETV4	1697	5144	4671	1110	5140	11408	10808	4920	4416	13194	14084	4702	736	1435	1403	1351
s_3874	ZNF649	1109	3393	3702	691	5600	4965	3845	3392	7407	7969	21241	7687	664	2109	1215	2811
s_2497	PRRC2A	1450	3703	3099	528	3032	5090	6621	2611	3200	9005	9706	4140	1343	1302	1000	1266
s_3723	DMRT3	2408	5274	7317	1137	4723	9631	6591	6039	3627	14300	9302	6080	669	1596	2904	1655
s_1527	PITX2	843	2681	2016	429	4668	2203	4914	2345	4617	7760	9427	4240	584	821	984	916
s_29	AIRE	1053	2972	3137	620	5039	5129	5818	2896	3696	7118	12197	3223	611	1473	2366	1312
s_5629	Non-Targeting Control	4211	14528	11729	2590	19985	28051	23754	14709	7754	22418	15431	7500	1567	3871	6279	3732
s_1024	IL6R	1938	6134	6470	1196	5989	12072	11264	4861	10090	19895	19073	9243	1070	2966	3746	2534
s_836	HOXA13	872	2218	3149	461	2672	5230	2918	3640	2638	4302	6958	1430	565	1259	1531	1023
s_3751	ALX4	1597	3989	3841	624	2476	4286	6560	3394	6921	8995	11920	7404	1087	1907	1717	1865
s_2731	CLOCK	1702	4543	5486	841	8801	7587	10262	4461	5012	12947	13677	6216	1125	1643	2218	2103
s_3998	ZNF430	2730	8639	6305	1590	9724	18946	22857	10128	6963	13624	18380	8186	1218	3077	2873	2605
s_2928	NFAT5	1626	5828	4603	883	3160	9519	11555	4142	8065	13657	16832	7583	997	1866	2188	1580
s_361	EGR3	1629	6091	6410	1490	4250	9691	6027	5457	4974	10613	32740	4888	909	3143	2442	2503
s_401	EMX1	2475	5556	7380	1247	5601	12063	11361	7681	9067	15712	12406	9897	1553	3044	2643	2540
s_1861	SP2	1266	5423	3865	891	5222	6931	6333	4123	2146	6223	8248	3252	525	1080	1288	1170
s_3263	KLF15	1612	4898	5773	899	8694	14323	13747	6264	5769	25652	29784	9225	1304	3058	3057	2450
s_2169	VDR	3528	8160	9396	1535	14857	23194	17621	13535	7128	16309	13373	7273	2757	3892	4762	3465
s_1663	RARG	1470	4097	3563	750	3950	6797	9495	5859	2882	5650	4545	3274	562	1160	2566	1137
s_5502	Non-Targeting Control	2319	5972	7239	1128	7156	8072	9622	6479	5482	17342	20741	7514	1077	2628	1761	2898
s_1170	SMAD1	1769	5973	5600	1054	5984	10494	13734	6132	7042	10464	14104	6396	676	1968	2819	1453
s_1438	NRL	2225	6122	4844	1382	6631	12382	10617	7312	7534	17177	21983	9767	1293	2709	3523	2956
s_2683	KLF4	964	3032	2078	480	1611	4808	3956	1909	1525	3608	681	2201	662	926	1042	1025
s_4774	ZNF384	1722	3263	3243	845	4297	5633	4944	3328	5581	5323	8693	3694	866	1210	1179	1365
s_5209	ZBTB34	1848	5145	4827	1113	5898	13655	13214	6288	5854	16539	17508	6564	1436	2169	2644	2789
s_4110	LCOR	775	3407	3217	506	1918	5773	2249	1677	3251	9130	13831	2250	727	1807	2732	1319
s_99	BNC1	2071	5450	6263	1175	3197	8231	6677	3652	3359	11295	27102	5815	1147	2352	3568	1724
s_2760	SETDB1	948	3477	2949	550	5201	6004	8183	3875	4019	10058	12724	4414	697	1104	939	1532
s_1637	PTEN	1875	10265	10138	1475	7244	18719	10817	12674	5469	17884	23634	10932	1908	4303	3502	5111
s_5909	Non-Targeting Control	1991	6800	5189	1147	7609	15065	16605	8098	5853	24746	29293	9926	1181	3244	4185	2981
s_5366	MEF2B	654	2049	1743	315	4573	3023	1597	1058	1942	6129	18437	1426	376	736	646	671
s_5427	Non-Targeting Control	741	2984	4198	530	2649	4333	5005	3116	3252	6993	15873	2317	328	2045	2522	1666
s_5874	Non-Targeting Control	1262	4067	3254	874	4366	6438	7595	3745	5182	19258	16100	9382	802	2084	2219	1566
s_1147	LMX1B	1733	5255	4876	965	4730	11151	7813	6031	5549	10186	15978	4890	1044	1974	2370	1324
s_1509	PDCD1	2213	3289	4019	878	7618	10730	9135	4375	5839	9073	15313	4537	833	1235	1710	1447
s_1237	MICB	1037	4681	2815	606	4551	7862	8297	4216	3118	9841	13233	2454	787	2330	3501	1580
s_256	CRX	1345	2997	3553	630	5267	5848	6508	4242	6484	7261	15151	5141	543	1448	1724	1202
s_4041	TIGD6	1358	4068	3949	760	4529	9083	11541	4361	3781	7504	6725	4692	766	1734	2141	1373
s_540	FOXC2	866	2452	3143	416	1607	1685	1482	1486	948	4052	5803	1218	356	630	551	634
s_1048	IL12B	1991	6550	6348	1296	7397	18572	16175	8397	10200	17805	15014	11932	1172	2965	4595	2584
s_5833	Non-Targeting Control	3154	8901	8284	1619	9826	17789	15637	9871	9400	23645	16819	12142	1625	3012	4043	3232
s_2981	SOX30	2108	4727	3384	1040	3464	5965	7072	3134	3032	5617	8095	2984	352	1511	1304	986
s_3260	BHLHE22	1004	3905	1469	798	1222	3295	4203	2104	2028	4180	6824	1805	281	984	888	875
s_199	FOXN3	1146	3183	5498	579	2430	6903	9844	2878	2603	5359	8625	2374	676	1410	746	936
