sgRNA	Gene	D1_MOI2_High	D1_MOI2_Low_Mid	D1_MOI2_Low	D1_MOI2_Mid_High	D2_MOI2_High	D2_MOI2_Low_Mid	D2_MOI2_Low	D2_MOI2_Mid_High	D1_MOI5_High	D1_MOI5_Low_Mid	D1_MOI5_Low	D1_MOI5_Mid_High	D2_MOI5_High	D2_MOI5_Low_Mid	D2_MOI5_Low	D2_MOI5_Mid_High	D3_MOI2_High	D3_MOI2_Low_Mid	D3_MOI2_Low	D3_MOI2_Mid_High	D4_MOI2_High	D4_MOI2_Low_Mid	D4_MOI2_Low	D4_MOI2_Mid_High	D3_MOI5_High	D3_MOI5_Low_Mid	D3_MOI5_Low	D3_MOI5_Mid_High	D4_MOI5_High	D4_MOI5_Low_Mid	D4_MOI5_Low	D4_MOI5_Mid_High
s_5503	Non-Targeting Control	1441	6400	6995	1088	4553	9120	10726	5397	4650	9955	8149	4731	643	2367	1978	2308	2374	5114	8456	2365	3451	7741	9543	8347	1255	5573	4848	1020	3494	3659	6587	2805
s_4437	KLF17	1508	4799	6408	708	4046	6430	5738	5699	5904	8303	13962	4490	520	1268	2060	1268	3200	5662	11512	2792	2474	4844	7319	4685	3826	12180	7633	1784	2461	2751	3825	3104
s_1720	RXRA	1520	3465	2966	680	2332	6712	2842	3739	4495	10697	4220	3373	699	1705	2259	1535	3407	4628	4476	3149	2556	4152	4771	2458	2534	4930	6824	1164	2806	3020	5205	3560
s_2576	NR0B2	1177	2640	2373	495	1958	6027	7036	2012	3501	5304	9441	3658	494	1690	1704	924	1093	5686	6788	1550	2495	3824	4709	2375	1410	3839	5729	777	2419	3208	3923	3232
s_2813	FLOT1	1322	2613	3993	802	6781	5233	9912	4588	4926	10620	5894	5981	691	2096	1944	1398	1965	5216	9888	1920	3379	7294	10000	5948	3048	5747	4292	1045	4542	5328	4959	3998
s_2677	ZNF235	1939	4461	5290	1078	5018	12860	11190	6347	8475	11644	20268	4597	753	1334	1878	1840	3628	6532	12610	2897	3889	7488	8161	5040	3091	5710	3300	937	5189	4292	3707	5551
s_2625	IER3	701	2171	2001	411	2982	3786	4013	2566	1790	3376	131	1333	232	1124	850	1132	2513	2160	5155	1113	1425	2456	3289	2355	2202	4388	2788	1203	2341	3455	4416	3003
s_2735	SOX13	1510	2872	4791	705	3075	9625	6176	4373	2941	4898	9914	2847	367	920	1164	793	1671	2867	7298	1113	2474	4774	6116	3561	1601	5649	4885	749	2193	3150	3323	1948
s_600	GATA2	1107	4836	6139	761	3252	4199	2367	3551	2635	6791	9112	3114	689	1306	2436	1189	1996	3777	6372	1649	2410	6743	5938	2882	3778	4092	2134	1255	8506	3445	3921	3519
s_1101	IRF5	1618	3128	3104	638	3642	7351	6078	4829	2799	7479	5345	2814	757	1601	1953	1708	1922	3407	9251	1874	2292	3676	4514	4239	1375	6732	5274	771	3530	3576	3289	3437
s_5480	Non-Targeting Control	1431	4301	4479	792	2713	8287	10222	3277	4209	9260	10071	2910	798	1155	1143	880	2784	5057	11503	2404	2570	5749	6603	2774	2410	8365	5306	1683	3569	5539	4786	3864
s_3887	ZNF343	908	2050	1917	410	3814	4632	4385	2651	5770	7585	4081	5582	585	1083	1607	1240	1660	3971	8706	1360	1765	4228	6207	2758	1321	5057	5968	893	1715	1804	2709	2796
s_2679	ZNF235	1795	4991	4347	903	4294	9035	5400	3857	7478	12656	19268	4741	736	1482	1662	2172	3109	5410	8853	2975	3071	6480	10186	3933	3635	8515	8470	1356	3859	3113	5256	3155
s_2592	GCM1	901	1236	1666	300	2162	2318	2115	1563	2622	2580	3485	2243	406	791	1093	805	2812	2484	2967	2306	2152	2928	5162	2216	1451	4385	2459	499	1766	1674	2196	1314
s_1095	IRF3	1084	3239	4172	519	6283	5811	4670	2843	3382	4628	6817	2791	596	1371	1752	1273	1338	4950	8599	1945	2084	6206	4224	3722	2463	9036	5039	1396	5278	5012	4102	4018
s_5164	NKX1-2	844	2322	1424	398	1722	3695	3091	1345	2333	3539	107	2484	178	516	671	723	1689	3897	6272	2191	2310	3562	3820	1486	3913	9089	5791	1475	1653	2142	3617	1879
s_811	HOXA5	1768	5134	4157	981	4403	8777	9184	3633	3313	4088	8723	2486	599	2471	2089	1813	1664	3654	6180	1716	4270	9083	11668	6135	3251	7349	6713	1566	5607	5286	7433	5891
s_4598	ZNF555	1740	6321	5153	1042	6812	10249	10511	3832	8187	16306	16579	8077	1138	2716	3815	2487	4335	6346	6176	3303	4620	8213	9941	4696	4125	7839	7997	1506	4321	5098	7565	3721
s_1628	PROP1	1271	4725	4268	813	6493	5698	7100	5457	3260	7054	8870	2795	432	1785	1678	1591	1981	4359	6823	2363	4197	5308	6188	2513	2368	6239	4537	1448	6207	4840	6217	4750
s_3814	NSD1	1450	5391	5221	941	2987	7317	6627	3270	6677	11091	9067	5389	540	1111	1662	1008	1692	3633	8212	1526	3141	6221	7299	4139	2688	6667	4764	1277	3061	3296	2632	2321
s_2645	TBX19	3056	5847	6935	1673	4415	13502	12124	5874	6843	15700	23073	5466	1715	3103	3303	2986	4469	4626	10622	3851	6725	12884	13964	7031	4384	15391	10225	2407	4952	7369	8954	5010
s_3432	CCHCR1	662	2114	1488	465	3503	3589	3471	3236	1547	2868	10342	2464	385	1673	1657	832	908	3155	4207	1953	1708	3260	4116	3018	2641	4450	3292	873	5593	3456	3998	4542
s_3090	HIC2	2573	7763	6094	1526	7494	18873	14147	8521	4105	15144	11639	5880	992	2948	2955	2152	3094	7326	12679	3895	5740	10656	11851	7475	6815	17873	5620	3317	4963	5293	6221	5798
s_3993	ZNF614	1414	5549	5334	1110	5093	9062	10026	4673	4029	8145	2079	4158	932	2219	1850	1658	3506	6342	12030	2967	3114	6387	9571	5396	3579	7646	8665	1548	5051	4341	4518	4901
s_4308	PRDM6	1153	2754	3320	667	2654	3757	4017	1940	5485	13005	7310	4712	399	970	1495	873	1593	5094	9713	2053	1495	2809	4635	2522	1790	8674	5320	1199	2066	2842	3019	2728
s_1363	NFE2L2	1400	5516	6209	751	5153	7184	6054	4458	3250	8092	10053	3090	645	1292	2118	1563	4134	5177	9464	3031	4397	8352	12918	6851	3457	11480	9795	1600	3754	5683	7920	4188
s_5117	TBPL2	1744	4550	4466	1059	6055	9750	10190	4650	5778	6368	11012	6565	571	2813	2713	1869	2754	6176	13037	3396	5645	7510	9344	5777	3563	8736	8727	1576	4160	5302	5685	6000
s_2238	ZNF12	1068	3541	3234	705	5117	7035	5238	3539	4113	11494	14031	4758	761	1248	1975	1550	2268	4661	8980	2397	4852	6776	8476	5015	1766	5157	5494	910	2548	3994	5474	3857
s_5596	Non-Targeting Control	2312	6836	8025	1235	10061	13669	14766	9825	4004	19611	16941	8728	1009	2422	2532	2270	3835	9720	21457	3687	6411	10350	13319	9515	5796	17842	15099	3494	5553	5350	7850	6051
s_5085	ZFP57	2107	4750	6239	1412	8637	13311	15256	9814	9740	20507	23894	7907	1365	3202	2500	2818	4388	7689	13604	4240	4378	9635	15536	8886	5088	12583	8140	2154	5312	7734	7422	5708
s_1105	IRF6	1092	3656	3022	818	2172	7478	8412	2599	3629	9287	8489	2984	796	1890	3770	1957	2807	4953	8521	3283	3291	6382	9253	3764	2881	5964	7560	1031	2805	3923	2822	3489
s_2240	ZNF12	2287	4945	3919	1055	4211	7252	9547	3271	3955	8273	10316	4604	593	1541	3255	1584	5722	7406	10719	5576	3921	5897	8144	4608	2715	5928	4434	996	2856	4823	4560	4539
s_3378	ZNF771	630	1293	1159	264	1836	4716	3193	3178	2572	3202	5346	1361	184	1787	1956	1003	1371	1927	3479	1198	2712	2183	2982	2176	2564	2001	922	324	1291	1925	2528	1420
s_5911	Non-Targeting Control	2561	6005	6146	1174	9078	10372	16166	6733	9830	18897	23864	8207	1035	2804	3188	2549	3272	8096	12456	4067	5081	12343	17502	6602	3912	13138	9821	1821	3859	7495	8596	5419
s_5405	Non-Targeting Control	2170	5582	5416	1199	5423	9815	7875	5037	5282	10149	10569	4288	896	2682	3582	1529	3051	7319	11538	3291	2319	8638	12565	4737	4099	12313	10295	2364	4378	6166	9821	5075
s_2660	ZBED1	885	2917	2456	621	3469	5189	2980	5416	4919	8190	23035	4616	758	1547	1889	1378	1717	4000	6550	1706	2723	3956	4933	3294	2001	4604	2730	848	2879	4243	2754	3095
s_276	CUX1	858	3074	2354	618	1954	5531	6924	1218	6153	9282	17512	5598	773	1534	922	1325	3790	10551	19139	3270	2786	7657	7190	7767	2346	9631	11535	1825	2061	4045	4278	3413
s_3165	ZNF345	1715	5210	7320	1029	3453	6930	6637	4691	9148	11511	14753	6831	934	2758	2762	2609	4311	8180	16593	4502	4736	7930	8561	6757	3410	9491	8792	2240	4204	5384	6484	5963
s_5363	MEF2B	1576	3969	2620	878	4546	6514	3957	2962	6044	5582	8619	4630	643	2471	2850	2633	1744	4699	5847	2551	1944	4140	5711	3208	2002	5542	2812	1209	3605	3132	5317	3415
s_3342	ZNF691	1816	3900	3973	1033	5731	10704	9070	6770	5571	7101	5620	6081	921	2421	2810	2340	2638	4990	7829	2308	5108	6022	8836	4188	3712	9500	6615	1763	4801	5663	6207	6016
s_4455	ZFP42	841	3203	3474	798	2519	5874	3011	1805	4322	5844	5033	4197	581	2015	2512	1424	1009	2105	3962	1489	1255	4952	6969	2263	1997	6736	5477	1101	1827	2537	3898	2201
s_1109	IRF7	1005	2293	1956	372	2492	4443	2709	1662	3129	9348	8560	3523	540	553	761	1087	1445	2392	5245	1388	874	4259	4866	2286	1753	5622	3735	1025	1822	3057	2908	2319
s_652	NR3C1	1095	2773	2515	543	2898	5366	8602	2650	9556	9363	6449	3831	797	1259	2357	1290	2308	4173	10891	2758	2077	5082	7154	3884	2309	5350	7033	1293	3753	4552	2707	4427
s_2641	SOCS3	2967	9736	9631	1846	8237	16962	13550	9112	8888	23299	24970	10636	1352	5022	3589	3677	6094	10486	16959	6823	8139	16178	18494	7934	5837	24083	15886	4216	8055	10780	14216	9446
s_2866	CREB3	2477	6000	5660	1217	8060	12224	10489	9676	5121	16162	12089	8453	1141	2973	2668	2247	4181	5351	15214	3132	4628	9540	11995	8188	4947	11414	6603	2292	6549	6895	7537	6794
s_4093	ARID5B	1269	3271	2452	785	5544	5797	5887	4563	3596	4759	12053	3643	763	1355	1364	1333	3588	5477	11131	3639	3476	6454	7797	4812	2811	6688	4872	1328	6061	3171	2885	3378
s_1534	PKNOX1	1262	4314	3187	632	2477	6964	5582	2248	4512	6518	11178	3588	655	1491	2356	1175	2616	4184	9069	2250	3285	4991	7975	4968	1770	5059	5761	884	2513	2895	4347	2463
s_390	ELK1	533	1576	815	280	2165	5131	4834	2718	1384	4671	5108	1355	322	1109	992	528	642	2385	4837	1251	1914	2529	1908	1522	1248	3825	3231	472	2234	1588	1862	1468
s_48	ARNTL	2891	10235	8941	1683	5816	12262	12326	5593	6804	12137	26114	5302	1430	2868	3539	3484	5641	9227	20852	5552	5258	10454	10900	7969	4445	17333	13734	2736	5061	8253	10310	7789
s_5142	HES5	699	2129	1604	356	2074	4217	4657	2544	10064	10244	7240	3993	381	1106	641	1042	2991	1994	1493	1104	1942	2280	2272	1989	1281	4082	5759	890	2114	4368	3996	4537
s_3847	CREB3L2	1706	4669	4895	952	5597	14626	15384	8153	5278	15713	17904	7063	1028	3783	2197	3022	3735	6229	11178	3561	4833	11373	12758	6042	5513	10358	8752	2388	3915	7070	9234	5366
s_5252	DPRX	1522	4728	3476	918	4008	7168	8419	4240	3417	11167	5461	5421	701	1917	3680	1784	3835	4189	7782	2516	4353	6748	9626	3813	1507	10501	8543	1470	4233	5334	6252	5064
s_5612	Non-Targeting Control	1421	5046	5633	812	5757	5617	8774	3033	4935	9466	9604	4886	832	1904	1701	1119	2701	4874	13251	2980	2562	7086	7224	5878	2633	6332	4081	1496	2600	2530	4105	3290
s_3126	ZNF281	778	2450	1748	546	3319	6101	6668	3239	2333	4832	3657	2322	218	538	483	562	1051	1821	3023	1741	1310	1932	2093	540	802	1430	1626	369	2264	1535	1406	1749
s_1232	MEOX1	1088	3874	2875	804	4547	5351	3165	3110	4620	8180	8739	3280	458	1077	1159	1059	1450	2137	6959	1185	1123	4090	5260	2859	2647	6304	3786	1239	2958	3439	4444	4446
s_3187	ZNF658	2169	9108	5780	1311	7595	9564	9544	6242	5082	9476	5235	5830	1114	2661	3905	2099	5404	7731	12728	3768	4480	6478	9572	6140	4049	9604	7435	2216	4138	6413	6380	5607
s_592	GABPA	1380	4210	5959	710	4056	8740	8539	3177	4599	11866	9418	6340	1055	1752	2000	1717	3964	9146	15541	3914	4290	8062	10645	6278	2178	7083	4325	1177	4352	5500	6003	4872
s_4345	ZNF653	2837	7790	6088	1539	4767	10646	13470	7432	10570	20745	25678	10931	1701	4642	3902	3492	4754	6112	20556	2848	4308	10907	16790	8333	9244	16178	11015	3753	5577	7964	10033	6852
s_5364	MEF2B	2001	5695	4845	1063	8928	8937	11437	8235	8427	15526	17759	11170	1306	3144	3639	2452	7340	16702	14728	6902	4169	11863	12256	6170	6814	14679	8715	2470	5669	7453	10392	7687
s_2453	ZNF202	1025	2510	4164	525	2742	3550	3263	3063	1403	4110	5951	2381	358	2603	1297	1345	1533	7414	9473	3398	1567	4997	6863	2541	3337	4494	5809	582	2133	3106	3610	3292
s_291	DLX2	1032	2636	1955	712	2985	7054	4966	3392	2175	4514	2341	2112	350	1025	987	789	2570	2713	7735	1193	1508	2766	5616	2662	1950	7085	5301	1033	1713	4535	4304	3158
s_4309	PRDM6	675	1684	930	249	715	1447	2535	1168	1914	3580	9652	1400	243	605	1135	832	739	1548	3088	743	539	1358	2624	1724	2311	7761	6921	1126	1884	1502	1564	1110
s_2041	TEF	1342	6187	5465	1048	7422	12897	9508	5113	5698	15473	9290	6418	817	2871	2741	1974	4437	8193	12988	3376	5143	5994	10109	5700	3975	7926	9384	1708	4014	4815	4238	4410
s_306	DLX6	1118	3170	1748	734	2952	7579	9107	3543	2628	4247	6981	2181	629	1164	1520	1529	1144	4865	4770	1476	3489	6158	6388	5495	2455	6060	7265	1472	2763	2509	3924	2810
s_1132	JUND	1255	4208	2366	724	4717	3865	4227	3133	3633	6202	2731	2960	322	401	1332	592	1976	6831	9015	2182	3722	6563	8272	3624	2367	6358	4244	1204	2943	2840	3944	2589
s_5025	UNCX	1321	3173	3349	790	3474	8787	7986	4544	3301	6980	13162	3741	533	1518	1715	1295	2077	6168	9160	3009	5114	6425	6806	8224	2371	6149	6871	988	3571	3363	5152	3081
s_1102	IRF5	2177	4405	3853	1075	7594	17497	19170	8366	8485	14588	34955	7271	1193	3045	3471	2716	3137	6296	11121	2740	4140	10187	12548	5563	4033	14220	9996	2564	5334	4609	6954	4207
s_2601	BHLHE40	2302	4628	2225	862	4763	9442	5255	4979	2600	4814	5178	3164	903	1558	1126	1364	2024	4498	4564	2890	2181	3857	7948	3059	1059	6676	6983	773	2642	3895	3809	3257
s_4837	ATOH7	1108	3428	4400	493	4182	3408	4620	3786	3689	11605	9538	5757	995	2365	1371	1905	1814	4200	9160	2647	3134	5835	8362	3729	2348	11123	12130	1804	3477	3305	5727	3748
s_3050	ZNF652	1214	3314	2843	550	4127	5372	4471	3429	4083	6217	2975	2333	308	1147	1589	797	2657	4013	5996	1540	2301	6009	6650	5332	2277	4896	5797	1042	2087	2903	4434	2010
s_229	KLF6	1797	3266	4574	876	4890	6976	6169	6053	2781	8955	9885	3978	530	2146	2048	1720	2322	5363	6630	2546	3872	6381	11982	8143	2788	7026	5114	1685	3287	3603	3875	3341
s_1145	LMX1B	1138	3718	3488	614	2390	5150	7910	2536	3429	6548	6776	2733	458	1134	2421	1113	1584	3060	3792	1267	3009	3343	4999	2969	1350	5164	2955	1125	2775	2582	3980	2238
s_2356	ZNF121	1482	5328	3880	918	6657	9448	7001	4641	7942	13432	23731	8598	1040	3326	3340	2897	3715	8566	18264	4876	4820	10288	10801	7466	3707	11596	8782	2078	6450	7251	9328	6004
s_5221	ZNF705A	2300	7235	10689	1483	7001	12940	15357	6907	7358	14657	13756	5784	950	2705	3417	2586	4552	9347	14595	5919	5768	13380	16337	9681	4848	12333	10164	2689	6788	8772	10535	9045
s_2096	TGFBR1	1346	4108	3845	746	3814	8567	8434	4474	2791	7953	13747	2826	725	2442	2186	2581	2694	7368	10961	3343	1783	4314	5413	3111	2483	6249	4967	1579	2445	4079	4904	4430
s_1104	IRF5	1176	4299	4275	647	3882	4424	3942	3576	8436	13792	13382	7801	2063	3384	2672	2749	3824	8109	16578	5510	3417	9126	10710	5085	1939	9240	6053	1141	3263	6244	8579	4112
s_4814	ZSCAN4	1596	5046	5788	899	3531	9004	7445	4461	5988	15880	13424	6673	760	1833	2755	1805	2633	5845	10681	2610	6012	7329	10527	7336	3680	8836	10459	1895	3107	3618	6945	3905
s_3019	KLF8	1647	6269	6333	1061	5295	9603	8768	5676	6211	11759	20285	7444	1260	2802	2069	3219	3342	6389	16817	3485	5105	10430	14527	10296	3718	12726	7959	1686	5886	5677	7908	4862
s_1930	STAT6	981	3317	3623	640	5694	6965	6648	4139	3659	5736	1559	2447	276	1321	1912	949	2022	2777	4736	824	2292	4718	3867	2796	1639	4082	4528	1047	2257	2335	4338	1695
s_1470	PAX2	880	1800	1549	380	2703	3769	2104	1892	1360	2582	4337	1626	504	868	1037	682	1013	3141	3844	1391	1580	1761	2065	2373	2375	4394	4343	738	2870	2589	1965	4412
s_4860	ZSCAN23	1175	2507	2821	476	2256	5202	6825	2773	3734	3620	3099	2898	514	857	1085	980	2832	3672	4782	1798	1606	5806	5916	3098	2993	6884	5210	809	1723	2858	2849	2394
s_5697	Non-Targeting Control	2136	5126	4097	1276	4106	10482	8163	3735	6503	13794	8365	10354	1184	2725	3147	2405	2676	9210	10025	3564	4113	6593	11579	3939	8105	9634	7475	2622	3626	6047	5693	4325
s_4558	ZNF524	1428	6265	4967	937	11507	10469	5934	6783	5229	12744	20155	5824	870	1522	2331	1827	3081	6641	9037	3406	5626	19537	19111	6070	7535	13237	8075	2510	3702	5153	7355	5239
s_3439	NKX1-1	2062	4704	3359	1152	6016	11606	9544	5932	5195	26348	14101	5871	1400	2583	2542	1738	4271	9026	12233	4484	5458	9076	10537	8210	2423	8512	9216	1544	4428	6886	8096	7136
s_1166	MXD1	2213	5074	4447	1018	6136	7117	9526	6047	2888	11577	15615	4810	1035	1839	2323	1327	2960	4433	8708	1969	4401	10117	12431	5635	3394	8761	9262	1341	3841	5739	7325	3866
s_3335	TBX22	1694	5604	7456	1067	5075	11242	12914	5338	7654	12130	14515	5811	1121	3069	3105	2181	5793	7316	11896	4187	3614	11364	9909	9249	4875	9217	8771	1340	4511	7566	8396	5805
s_3916	ZNF329	1996	4641	4615	1073	7336	8871	13179	5487	5897	12058	16404	7198	1311	2087	2422	2139	3596	5193	14489	2399	5750	9724	12891	5867	4688	8505	8164	1926	4287	4981	5481	4495
s_2136	TP73	1100	4473	3542	633	3438	7868	6150	2668	3278	4247	5229	4322	564	1938	1816	1215	1251	3607	10904	1636	3129	4451	7118	3814	2285	8497	8426	1400	2148	3829	3916	3350
s_5576	Non-Targeting Control	1850	5779	3644	1099	7276	8811	10683	7210	6357	14289	21173	8074	990	4083	1853	2695	3113	9581	12883	3943	3937	8131	12480	4641	3698	10453	8744	1648	4529	5219	6237	5251
s_4570	SIX5	1867	5349	5482	950	4817	8411	6421	2825	4758	5955	4397	2269	808	1398	1349	1284	1301	3142	6114	2082	2759	3981	6000	2379	1638	6833	4401	1055	2849	2718	3001	3158
s_4276	MSANTD3	689	2468	1280	540	1487	8433	6153	1873	1194	1921	7553	1338	703	1036	804	626	904	1322	3500	707	1159	3920	6465	2566	841	2278	1571	287	1003	1501	2041	1063
s_5508	Non-Targeting Control	1487	5307	4832	856	3723	10941	10131	4352	16953	18352	17590	20365	1395	3058	3021	2595	3349	5781	14157	2737	3822	8079	10793	7602	4234	12861	16819	1607	4715	5807	3537	5816
s_5530	Non-Targeting Control	1745	4065	5388	857	6383	8655	6784	5011	8097	12209	6399	7808	808	2027	2011	2170	2615	3719	7041	2639	3196	10031	8637	4644	3581	12387	7768	2114	4837	7557	10171	5641
s_4993	FOXD4L3	1765	4716	4705	802	4277	6953	3990	2933	3877	9272	11303	2988	1200	1777	1296	1753	4343	5729	7364	3168	3230	5191	5951	3510	2737	9421	9128	1471	4335	3861	4864	2673
s_40	PHOX2A	2174	4744	6212	855	6005	6395	10429	3813	5956	11977	17410	4763	601	694	905	1131	1450	3970	11050	1454	2107	6363	8231	2320	2975	5207	2909	1002	2185	2658	2916	2173
s_3479	ZNF444	1554	5445	4683	1002	4243	7849	3715	5463	5141	10221	7743	6758	852	3730	3517	2786	1575	4374	11806	2314	4565	9127	8988	4961	2404	9994	7295	1756	3285	4819	6372	3956
s_5032	ZNF774	2219	7505	8598	1262	9321	14679	18459	8290	4153	15356	16951	7980	1344	4045	3574	2359	3457	9282	23141	3543	5464	11742	14439	9060	4958	16016	14431	2100	5396	7493	10550	8174
s_3141	ZKSCAN5	2319	4891	3356	838	2545	5542	9583	3629	5543	13548	24291	9525	894	1544	1413	1773	1514	6476	10021	1822	3145	6891	10865	6606	2895	7943	9835	1371	4915	2552	3802	3436
s_5056	MSGN1	1754	4085	4368	840	9880	5916	6831	3785	5347	8386	17526	3787	5240	2025	3579	2308	2924	6530	12058	2829	3656	5328	8981	4765	3662	8814	8384	1913	4143	4665	5217	4166
s_5279	SEBOX	1223	3474	4322	645	2465	6844	5914	3771	3003	5975	3904	2406	413	1154	2021	1074	1967	2066	5177	804	3270	5075	5550	5690	1885	3509	1901	690	1560	2172	2441	1510
s_2317	ZNF74	1559	5150	6422	913	6501	7018	6092	4073	8764	14311	11468	8712	661	2438	2306	1973	3092	5880	9596	3419	4095	8753	10725	7593	2872	6905	4770	1154	5220	4332	5583	4252
s_3381	ZBTB7A	2838	4334	4180	1031	7289	13408	16239	6511	6698	11891	16446	8268	887	3489	4476	2049	4576	4312	7493	3144	4045	6749	8993	5495	2179	7720	7245	1174	3006	4237	4633	3206
s_2353	ZNF121	1411	4036	4379	781	3459	7569	7302	3734	5128	7498	17185	4481	1084	1962	2660	1647	1641	7222	11873	2603	3874	8149	11146	6024	2086	6104	6468	817	3482	3936	3379	3486
s_5037	ZKSCAN2	1733	5021	8706	1022	4407	9059	10804	4745	11727	16406	25182	11775	1581	2830	2887	2496	3744	5177	13636	3287	3647	7761	9204	4669	3094	10108	10141	1815	5467	7711	7434	6424
s_3600	PRDM9	967	2606	2974	621	3109	2634	2616	2854	3428	8810	9627	3168	420	921	813	925	2472	3374	7782	1138	2354	3487	4530	2403	1617	6749	7099	1218	1655	1819	3018	1747
s_1843	SOX10	2331	5387	4275	1237	6790	12257	9421	5856	5282	12591	20443	6077	1137	2141	3992	1900	2871	6719	14784	3129	4518	7855	9860	5866	2844	8375	6240	1545	4978	5205	6228	5094
s_2149	TWIST1	1144	2782	3343	588	2963	8548	6024	3701	5413	9127	19549	3703	607	1409	1612	1509	2185	2576	4260	1693	3780	6568	9157	4935	3455	6788	5688	1290	4683	3773	4666	3157
s_5112	ZNF445	841	2835	2068	461	2344	4023	3720	2734	4520	9385	7736	6215	443	1493	1241	1061	4071	2975	6391	1988	3508	6621	7519	3869	2959	6697	8273	1195	3649	3880	4585	4959
s_1334	NFATC1	861	6055	2577	878	935	2167	2952	1274	2249	7263	19232	5517	585	1344	1587	1775	1652	2234	3655	2332	2343	4217	7091	3061	1487	4606	4757	1235	2313	2473	2429	3009
s_4656	NKX2-3	899	2727	4487	707	3958	6383	3925	2237	3580	5456	8088	2663	485	1662	1702	1202	910	4374	11139	1374	1586	3260	3912	2370	1253	4683	2714	1036	1610	1464	2284	1469
s_1488	PAX6	1526	3602	4165	850	5701	10739	12148	8358	2700	7076	11456	3151	492	1985	4305	1227	4972	4691	5626	2618	3161	6181	8536	7219	2897	7294	6097	1445	3879	5362	4727	5525
s_2248	ZNF16	2114	3992	4993	1002	6078	6799	6685	5357	6002	9346	7337	5105	886	1966	1805	2491	2384	9349	11701	3449	3185	8716	10503	4872	3406	9237	6138	1604	3187	3945	4431	3111
s_399	ELK4	743	2033	1710	381	2372	3712	4534	2265	2930	3628	1587	1583	748	1195	568	1191	1572	2773	3003	1476	2318	4528	4495	2645	2101	3676	1534	525	2165	1884	2886	1924
s_1312	MYF6	1508	3728	3313	779	4024	8393	9446	3968	5698	10419	12547	4078	812	1916	1994	1578	2507	8008	12533	3338	4983	5080	8365	4128	4546	9020	7614	1996	3668	5639	5752	5365
s_2281	ZNF32	2212	7464	5792	1361	6015	13964	18393	7196	8775	17604	26263	10359	896	2356	2536	2283	3172	3878	9401	2176	4252	6486	11323	5533	4106	15775	11369	2302	6986	7370	8747	5705
s_4530	ZNF597	1009	3472	4658	733	4677	5752	9778	4089	2956	7069	9680	3796	548	1795	2155	1460	2631	3439	5957	2018	4028	5785	8209	4421	3355	7900	5368	1503	3534	3949	3973	4627
s_5289	ANHX	1838	5815	4962	961	3057	7302	9948	3954	2879	8997	10471	3372	595	1509	2227	2106	5164	6692	10115	5114	3878	6614	10589	4875	2525	9093	7949	1863	2997	3568	5779	3995
s_1328	NEUROD2	1240	3750	4721	697	6861	8310	8206	4302	3656	6524	7378	2789	318	770	892	1050	3055	7878	12644	4920	2397	5576	7798	2308	2648	7165	3662	1299	2485	2877	2769	2369
s_664	GTF2I	1566	3247	4598	725	5330	9994	7050	4738	2896	11232	9418	3845	491	1862	1442	1678	2512	5440	7468	3449	3950	7139	9591	5637	3383	11064	7297	1528	3706	4733	4624	4000
s_4322	FOXQ1	1227	6327	5302	997	4571	8347	8702	3775	5654	15920	8153	7907	1077	1808	1868	1451	3726	7379	18643	3467	3502	7743	12088	6934	1964	7974	6991	1504	2982	4352	4848	3588
s_2258	ZNF19	711	3475	2718	440	1096	5282	6670	4975	3761	9654	9986	4630	481	1851	2242	2080	4499	4373	7355	1711	1521	5709	6705	5763	2412	3251	930	1156	3687	2395	3785	3904
s_1264	MSH5	1538	3618	5286	829	8956	10214	5447	4949	10377	12396	8675	5544	688	1996	3055	2108	1584	4535	5844	1783	4710	6844	7952	4329	3849	9610	9045	1688	4110	5388	5029	4324
s_1398	NFYB	393	671	1140	202	2393	1344	1122	1022	967	4501	5859	2544	332	540	307	583	509	459	1664	775	900	418	1607	438	1245	2702	1345	659	1294	2021	1784	1800
s_2706	HAND2	1034	2212	2337	614	2872	2763	2266	1436	3748	7772	12568	3992	342	1340	2256	1347	1440	2808	3724	2177	1010	3320	3178	1420	1908	4720	2105	900	1220	3162	3595	3101
s_1393	NFYA	504	1477	781	277	1683	3128	1502	1765	1932	5063	2387	1985	183	434	119	459	537	5851	5524	1183	1269	1565	3006	1435	1142	4615	4005	930	874	2007	3487	1769
s_2541	HMGA2	1849	4086	3755	876	6086	9068	10119	4838	8058	11376	14314	5196	871	1948	3324	1652	2381	5366	9056	2023	3485	5085	7138	3663	2064	5930	6050	1001	2549	4460	4510	3223
s_519	FOXD4	854	2853	2148	441	3573	4637	6698	2042	3149	4583	7642	2229	275	1096	958	1113	2246	6625	13264	2865	2729	2700	3945	1629	1826	6738	6066	839	2500	2332	1571	1971
s_5240	ZNF727	1701	2565	3668	607	6077	5632	7885	3059	3923	9288	6667	4552	781	1389	1965	1784	1789	3736	7130	1964	3544	4575	8536	4453	2945	7068	7032	1310	3190	5853	5237	4346
