sgRNA	Gene	D1_MOI2_High	D1_MOI2_Low_Mid	D1_MOI2_Low	D1_MOI2_Mid_High	D2_MOI2_High	D2_MOI2_Low_Mid	D2_MOI2_Low	D2_MOI2_Mid_High	D1_MOI5_High	D1_MOI5_Low_Mid	D1_MOI5_Low	D1_MOI5_Mid_High	D2_MOI5_High	D2_MOI5_Low_Mid	D2_MOI5_Low	D2_MOI5_Mid_High	D3_MOI2_High	D3_MOI2_Low_Mid	D3_MOI2_Low	D3_MOI2_Mid_High	D4_MOI2_High	D4_MOI2_Low_Mid	D4_MOI2_Low	D4_MOI2_Mid_High	D3_MOI5_High	D3_MOI5_Low_Mid	D3_MOI5_Low	D3_MOI5_Mid_High	D4_MOI5_High	D4_MOI5_Low_Mid	D4_MOI5_Low	D4_MOI5_Mid_High
s_3511	ZNF416	1980	5988	6667	1117	6556	11956	13457	5637	5411	13807	8875	5817	885	1759	2270	1831	3103	6788	11542	2476	3151	11756	12225	5252	3850	11333	11454	2013	4694	5420	6927	5898
s_287	DLX1	1548	3790	3378	849	4928	7732	6703	6867	2612	5956	10091	4235	594	1425	1485	1382	1604	3750	5314	1784	4270	3200	5008	1953	2159	5616	6869	1185	2734	3294	4262	2806
s_161	CDX1	1782	6028	6841	903	6611	5024	5322	3400	5592	17761	22201	7824	1162	1926	2467	2267	3284	7981	11189	3374	5646	8204	13570	7174	3285	7552	5666	1897	4513	4101	4597	4187
s_1090	IRF2	2325	6209	3913	944	5988	6066	4990	5940	5593	4641	8490	4041	756	911	945	1084	2695	2455	2400	2278	5894	3614	4072	2928	2926	4677	2395	836	2898	2531	1949	2194
s_2315	ZNF69	2034	3565	3032	799	5298	5699	7211	3456	2537	10302	3593	2586	569	1899	1020	1133	3747	6258	8060	3709	4250	5711	7450	5019	2578	5026	2961	947	2870	2610	4144	2368
s_3435	HES2	1232	2871	1350	594	840	4249	4778	2479	1425	3048	7372	1427	373	605	1083	762	2779	5319	10053	2137	2704	3190	7620	2127	1566	3336	4069	888	2401	5256	3230	4347
s_2827	IRX5	1765	5547	5886	960	7736	11195	9225	6247	6197	11823	13898	5679	1052	1875	2036	1506	2744	7028	12563	3558	4732	8444	8612	5057	3935	11657	7144	1932	4979	5643	7256	5066
s_4305	ZNF561	1708	5005	5122	943	8948	5439	9145	3840	4473	8666	11461	2362	688	1626	1473	1949	1886	2792	8115	2161	2599	4776	5672	5218	2442	6034	4763	1072	3474	4726	5465	3494
s_1685	RFX2	2288	6875	8432	1223	6871	11349	12467	6589	10597	18934	35820	9646	2086	1990	2999	2552	3577	6012	13324	3021	5676	9856	10543	8938	4715	11683	11825	1804	6141	7185	8347	5882
s_3901	ZNF557	1572	4109	3721	695	4374	7325	4780	3927	4300	11013	8466	3011	441	1347	2214	1134	1627	6363	10193	2186	3529	6202	8515	4086	2820	7499	7376	1105	4182	5051	4166	4064
s_4000	ZNF430	1281	4742	2934	814	4843	8606	7170	5186	5199	7753	10833	3061	740	1800	3030	1182	3673	7013	6920	3277	3854	6282	6892	4172	3061	8926	3929	1967	3625	4403	5216	2990
s_3311	ZNF354C	1606	4850	4835	1039	6517	8312	5815	4662	3794	10187	11044	3603	378	2023	2067	1307	2021	4096	11418	1861	4170	8090	8619	4588	3308	9530	9593	1089	3042	2949	4167	3353
s_3184	ZBTB20	1326	3749	3023	870	1935	3127	3246	2843	2204	9973	3674	3511	274	1155	563	733	1095	2856	6566	1251	1985	5049	7008	5183	2545	4140	3663	1202	2098	3625	4488	3313
s_1580	POU3F4	1467	4765	4151	911	7415	11218	9539	5779	3846	9627	21698	3819	1062	2965	2610	2092	2937	5347	6538	2436	5773	10470	10024	6707	2866	13058	7545	1617	3440	2969	4305	4201
s_4679	ZNF296	1207	2840	2653	519	3680	8607	6020	3333	7543	12570	8636	6932	938	1844	2300	1972	2910	5562	11162	2486	4222	5938	10017	6199	3753	7889	4502	1963	3772	3087	4093	3086
s_3337	ZBTB7B	2811	7725	7622	1724	12933	12429	13326	11052	7673	14696	19739	7460	2733	3757	4402	4047	5104	8790	18165	5734	5738	10646	11478	7447	6435	11741	8076	2497	6031	6265	7742	6575
s_987	IL1R1	1683	5633	5415	1056	5683	13209	8334	4701	4809	9158	12199	4334	718	1890	2166	1727	4980	8056	20438	4414	4402	11322	11159	7877	2719	11664	7753	1310	6433	5568	6727	5926
s_5693	Non-Targeting Control	2751	8005	8879	1874	13944	17434	19492	12191	12058	30793	21603	10548	1619	4444	4442	3512	3494	8989	21548	3867	5317	12698	12790	8127	4709	16134	13065	2406	6852	6723	7834	6263
s_197	FOXN3	3399	5465	5618	1051	4048	8316	9398	5321	4226	7417	14027	3751	531	1620	2186	1715	2990	4709	7930	2671	5190	6386	10597	5860	2389	8543	7707	1635	7124	6117	6649	5924
s_5622	Non-Targeting Control	3426	11075	14060	2157	15767	23416	20336	12945	9957	33115	25151	12557	1779	6280	7035	4120	5409	16305	31457	8102	6894	16850	23185	13451	7660	21580	16060	4750	9201	12173	13729	11018
s_2757	SETDB1	1900	5601	6082	1100	6677	11127	10499	4517	4561	6999	7426	3189	542	964	945	1658	3556	5554	9454	2585	3152	6276	7615	4285	2350	5808	6472	1263	2829	4203	4073	4274
s_1993	TCF7	2731	8028	7125	1526	9186	11316	12786	8339	10967	26011	31194	7639	1820	3068	3475	2610	3626	8537	19679	3917	4830	8275	11390	5797	3866	8922	9376	1452	6168	6583	7477	5703
s_4832	ZNF25	1647	4971	5739	888	4715	8201	8626	4086	4132	10407	8012	5748	954	5066	5294	3648	3395	6589	10676	3387	3736	8637	13911	6342	2236	8593	6195	1410	3681	4003	3464	4023
s_4792	ZNF626	384	554	426	146	786	1952	1246	1147	1463	887	55	973	378	277	413	397	700	626	1321	777	693	1067	2454	1136	1504	2358	5466	489	1031	936	1042	905
s_429	ERG	2153	6014	5051	1066	7242	12750	9611	6180	6708	20749	25672	8278	1193	3074	3083	2314	4438	9101	16477	4174	4079	13973	14377	8800	5006	12324	12025	1949	7456	5133	6923	5321
s_4626	IRX2	1275	3693	4135	588	3404	3549	2342	2296	5259	8178	8686	2871	684	1066	924	1176	5017	5177	7538	3425	2784	4832	6390	3118	2550	3595	6158	1201	2413	3110	2516	2305
s_5628	Non-Targeting Control	1393	4488	4485	758	3361	8977	9291	2744	5772	16791	13781	6181	1060	2060	2894	2018	3546	4182	6921	2672	2683	6144	10273	2720	3635	10604	7141	1915	4362	4799	8270	6580
s_3360	LEF1	2532	6165	6020	1728	11138	8316	8226	9819	7644	17937	13000	8601	1645	3147	2890	3314	4793	7875	9068	4353	5995	11116	13941	6482	4916	10708	7696	2417	4913	6235	4453	6829
s_2239	ZNF12	1771	6578	7167	1206	5284	13550	13115	5112	5072	13468	15803	5160	1190	3546	3001	2760	6431	7820	15138	4576	7549	11709	13408	10641	3320	11996	10482	2556	6230	8195	9377	7248
s_2092	TGFB1	1852	5035	4406	967	4876	12942	8259	5792	5568	12581	17062	3999	877	2362	2253	1508	4159	8308	13064	4511	3340	11292	13941	8240	3313	10826	6824	1759	4665	4238	4746	4983
s_2864	HOXB13	1108	4942	4456	628	2537	6466	3808	2840	3243	7632	11768	4087	1035	1828	1812	1933	2408	6199	7901	2880	5850	7171	7902	5283	2789	7443	6425	1076	2546	2609	2948	2361
s_3077	MYT1L	2686	7418	8715	1399	6349	10588	7626	5834	9059	16354	30865	9388	1486	2889	4973	2455	3391	5122	10104	3416	4417	8892	9468	4268	4364	13417	9483	2162	5335	6053	7122	6971
s_2787	NR2E3	669	2826	1953	472	1897	5303	6414	2172	985	2963	11586	1198	406	2230	1014	1588	1603	1184	3982	1251	3102	3290	5330	2646	1227	5781	3166	898	1856	3036	2787	2247
s_541	FOXE1	1826	4746	3347	938	4509	8129	7301	3931	4806	6141	10164	3030	765	1717	1993	1623	2016	4064	12263	3096	3366	7455	8201	6634	2318	8024	7149	1330	3185	3010	5614	2696
s_303	DLX5	2694	7350	6538	1569	11724	14846	10287	7671	8462	17862	17429	8918	1120	3639	2776	3056	5454	6261	9338	3333	4087	8444	10697	6012	5054	11886	9148	2647	5012	5050	10082	5352
s_5797	Non-Targeting Control	1623	4667	4842	979	3262	10762	12313	3726	4398	10168	21155	5496	849	2368	2710	1163	4197	9841	18269	4761	5182	8945	10528	7966	3191	8902	8671	1789	3742	5347	7965	4205
s_5862	Non-Targeting Control	1604	5308	3141	908	6275	6927	8803	5135	3011	5133	9374	3553	528	1306	1638	1419	2028	5666	8336	2418	3059	6527	7041	5178	1665	6908	5117	1229	2803	5034	7530	4011
s_2768	MAFB	2022	7099	7471	1015	5806	8470	6729	6338	6125	10417	15699	4797	904	1850	1581	1472	3191	5943	6580	1620	5511	8725	12594	6382	4375	10297	12840	2162	3582	4041	5232	5021
s_3828	IKZF5	1757	7338	6250	1146	7033	9040	12534	6215	4853	11158	12255	4513	804	4181	4211	3037	4478	4061	10960	3112	3636	6094	9455	4813	7439	11016	8297	2306	3651	3396	3945	4250
s_2020	TCF19	2677	8423	5554	1343	8608	15467	11725	9694	8100	14143	36001	8473	1017	1430	2366	1588	5841	6320	14822	4317	4280	11124	14598	10467	3914	9896	7291	1987	5726	6507	5822	5518
s_3095	CIC	1473	6984	6404	953	6855	11648	12079	6013	4860	10184	1490	3595	684	1558	3054	1531	2574	6079	6836	3155	2663	9077	10756	5113	2919	10473	6467	1760	3008	4551	3863	3660
s_1440	NRL	2524	9020	6834	1419	7526	13679	17590	8433	9479	20190	24045	8935	849	3186	2745	2895	4531	9922	16170	4194	7982	11341	15991	9736	5758	16512	14702	2962	5275	6283	9753	5887
s_2797	ZNF263	1918	5619	7690	1351	9757	15964	13100	9265	13182	23981	53051	29604	1354	3516	3161	2901	2378	11095	18659	3269	5235	8570	14537	5687	3959	8391	4742	1530	5089	11664	10300	8088
s_4625	IRX2	1042	3132	4755	697	3370	9541	7919	4951	4677	4229	4423	2895	474	1499	2019	1211	2425	4079	7763	2516	3325	7155	9815	5544	3575	6272	4407	1191	4421	4946	5423	3979
s_1541	PLAGL1	2003	5738	6249	1118	8833	10531	10018	7638	4212	13449	4271	5147	544	1333	2233	1456	4563	4920	12787	3256	4686	5887	10827	5354	3476	10658	5391	1881	4105	6481	5876	5729
s_1187	SMAD9	2396	5732	3850	1126	6404	11728	8909	7308	10609	16453	11814	7051	1129	2621	3055	1794	4633	8800	11403	5193	3774	9243	14302	5410	3736	10487	7005	1989	5319	4750	5669	5433
s_5872	Non-Targeting Control	1798	7397	5792	1372	5777	13361	16129	4744	6619	11858	14257	10331	873	2258	1736	1847	3397	4033	9677	1771	4185	6913	11941	6120	3629	9672	8181	1433	5808	7276	7004	5482
s_702	HLA-B	1985	4850	5554	881	4591	9275	6698	3678	5028	13362	14693	5989	1125	2197	2440	2036	3411	6953	14239	3922	2815	6582	7413	5659	3164	7779	6899	1633	3118	5747	7185	4140
s_3048	MTF2	2310	5507	4924	1238	5847	14836	12620	5705	7528	10874	16185	7699	1006	1567	1536	1889	4124	4801	14478	4580	5033	8196	8692	8891	4769	10371	6247	2375	4837	6495	4475	5804
s_2726	NR1D1	1955	4396	5078	1075	7914	16847	16093	6069	4449	8653	18395	4522	821	1686	1613	1674	4477	7856	11233	5038	3763	7598	7056	5027	2403	8677	5008	1362	3864	4119	6414	4937
s_3881	ZSCAN5A	1385	4600	5062	930	7011	16393	14277	5878	4399	13447	20074	6440	668	1691	1904	1920	2033	4513	9520	2175	3182	7770	8875	4235	4027	11058	5207	2206	2934	6316	10334	4074
s_2333	ZNF79	1787	4355	4064	896	7408	10169	7686	5888	6943	16885	17832	6608	1511	3798	4185	3506	2575	8605	13136	2876	5169	12487	17793	5641	3368	9691	8357	1406	4369	4610	5388	4721
s_1091	IRF2	3801	4919	3499	1645	6794	9970	8492	6368	5966	6100	8374	3842	866	1384	1744	1819	5750	3872	11039	3143	6631	5988	7299	2520	4994	7235	3362	1704	5307	3192	4298	4562
s_4647	RHOXF1	2734	6490	6228	1245	3505	10670	10403	5490	5458	16584	17065	7164	1058	2460	1884	2140	2854	6468	11996	2454	2314	8461	12634	5269	5618	20950	8557	4643	4531	7304	9416	6389
s_2785	NR2E3	3185	6158	7278	1520	10532	12696	10444	8467	5182	13579	16776	5572	1229	2986	4710	2457	3957	6843	15510	3407	6627	10102	14360	7810	3835	10645	10332	2032	5566	7394	7594	7279
s_4862	ZSCAN23	1358	5083	5095	1053	3020	6075	10340	2516	3965	7116	4100	2513	1068	4242	1645	3037	5373	5993	9785	3327	2983	7007	11344	5625	2986	9478	7804	1421	3594	4740	5539	4075
s_1818	SOX1	2962	8635	7292	1655	6976	14983	9571	8428	5766	14324	9830	7695	1641	4587	4486	3720	4967	10841	16572	5215	4808	15902	17528	12190	6517	13466	12765	3192	8562	7280	10320	6779
s_2997	BTN2A1	3880	9287	8998	2007	13085	14987	19932	8908	10982	26574	24019	12269	1349	3953	4995	3735	6784	8331	18033	5915	7001	11238	16767	9662	6295	19813	10951	3134	6708	8853	11309	7569
s_4312	FOXP2	2200	7250	6802	1227	8939	13804	15267	6340	6146	13795	24412	7051	1647	3399	4002	2757	4345	10636	23494	4033	5672	11473	10794	5445	6630	21458	15935	3361	3618	6252	9925	4988
s_5022	ZNF680	3048	7241	8145	1549	10681	18508	21614	10260	8637	25077	18869	8865	1078	3042	5285	3105	4010	12610	22463	5335	8125	13418	17815	9873	4198	11748	10759	2032	6570	6778	7840	6685
s_1150	LTA	965	3728	4391	699	3408	3082	2895	3998	4590	11277	10635	4405	639	1708	1628	1870	2983	4603	6281	2261	2536	5385	7207	3216	2426	5476	5788	1007	3360	3897	3411	2773
s_1890	SREBF2	1281	3771	4234	744	3638	11207	9561	5386	4206	9510	30144	5900	612	1824	2204	1852	3307	7198	9180	3593	2676	7132	7780	3691	3646	7887	11005	1472	4053	4823	3723	4695
s_5990	EGFP	1539	5338	6101	1024	6381	10387	10273	5995	5100	12396	8942	6619	1030	2479	3012	2298	4447	8852	18726	3879	3724	9266	11432	5838	5734	11763	10784	2333	5040	6188	5882	6646
s_1968	TBX6	891	3383	3270	565	2879	5106	6557	2596	6418	7557	13356	3793	358	1553	1012	1110	1149	4127	7076	1776	3103	3216	4604	5311	2216	7564	6773	1294	5848	3458	3477	2947
s_4451	ZNF513	1154	2641	1879	636	5459	5025	4969	3487	3140	4470	6670	1936	438	1019	925	1022	1345	3037	7355	1747	2958	5602	6921	2708	1848	6605	3558	928	2418	3314	4308	2886
s_372	ELF1	2619	7415	8060	1355	7843	9714	11086	6955	8431	15107	16648	7034	1589	5213	4196	3897	3090	6709	15388	4158	5570	11529	12225	6781	5178	11458	10061	2693	7042	9691	9094	8331
s_3567	BTNL2	997	3236	1954	598	3894	6971	5714	2686	2185	7763	7846	2717	523	1409	1181	1152	750	1181	3222	919	2089	4421	6314	4424	1200	3324	2943	772	1459	2587	3933	1497
s_1026	IL6ST	1253	3439	4156	656	3609	6927	6754	3672	3638	11623	10846	4662	655	1747	1809	1559	2490	5640	11103	3003	4605	6773	8307	5871	3926	9286	12083	1754	4306	8261	8485	5454
s_2718	ZNF254	3179	9504	9336	1846	9953	15870	16888	8422	7940	16575	19759	7700	1464	2287	3362	2582	5374	9350	21087	4631	8710	12105	14468	12270	5207	16858	10813	2937	7948	7068	10003	7571
s_2604	BHLHE40	1171	5672	4902	961	3822	8375	6893	3436	6520	11716	7583	4830	1510	2253	2514	1784	1668	8388	14371	3711	4693	6518	9147	4129	2774	9559	8024	1315	3290	7015	5630	5662
s_5170	BSX	2054	6089	5603	1051	7144	12108	12166	5431	4956	14292	29864	5712	618	1779	1855	1581	4365	5425	9417	3265	4010	8155	11835	5570	2156	10473	7810	1619	3642	5582	5182	4860
s_3463	ZNF770	3044	10542	10529	1906	14275	14632	13457	8247	11602	26225	32685	12414	1891	5126	5180	5947	4883	11267	19287	6214	7309	14070	18720	14665	5450	19985	14590	3712	6673	10195	12031	8163
s_4678	ZNF550	1593	5565	4424	983	4570	9257	9617	4838	5529	14805	14652	5130	716	2617	2778	2318	3510	6628	9957	4021	2758	5791	11455	5620	2586	11234	8286	1715	4588	6114	6157	4100
s_5634	Non-Targeting Control	1394	3968	4137	684	4377	9947	17909	5308	3766	13447	25419	5711	704	1693	1943	1535	2124	9032	16304	2953	5469	6132	8816	4293	3492	9152	9396	1331	3272	5535	6799	5727
s_4036	ZNF34	1780	4550	3414	820	7282	7906	5673	3464	5884	7100	15170	5105	806	2558	4307	1870	3780	8751	16656	3398	2263	4682	7684	1580	3454	6176	4108	1434	4344	5076	6556	5026
s_1046	IL12B	1381	4207	3104	905	2552	7773	8160	4268	3697	6869	17143	3732	488	1485	1646	1240	2577	5225	9779	2507	3271	6256	10100	5434	3119	7158	4578	1423	2773	3642	4561	2688
s_4729	OLIG3	1853	4756	5078	1094	6873	10347	14748	8831	5197	10883	11244	4809	973	1717	2678	1724	4794	7398	12883	4232	5096	7790	8875	8945	5200	13772	9680	2282	5044	5532	7512	4634
s_91	PRDM1	927	2251	1851	352	5803	6176	3645	2787	3107	6838	8269	3276	377	747	2042	682	659	2788	2820	2291	2105	3171	4381	3645	1238	3458	1432	470	1350	2327	1143	1292
s_1015	IL5	1357	4033	5715	783	2775	6146	9022	4276	5406	8646	16175	4461	843	1480	2455	1897	1711	3962	4881	1941	2354	4656	6884	3844	2881	6265	4007	1400	3227	4564	4789	3645
s_1856	SOX12	1341	3704	3102	708	1906	3355	5526	3480	4339	6101	8154	2163	348	1781	1662	1184	1473	3363	7033	1464	815	2199	3560	1788	1880	5223	3317	1179	1511	2161	3329	2304
s_3028	RBPJL	1573	3890	3643	932	5467	8381	7552	4428	4409	8255	4072	4997	726	2930	2572	2013	3939	6539	12462	3880	3564	6828	6780	4705	2112	8638	7632	1161	2560	3297	4354	2708
s_4903	NPAS4	412	1913	1621	255	1774	2432	2251	1706	3723	6443	2819	2718	240	1302	1070	890	1451	2547	5632	1258	974	2516	2988	1257	1544	3248	1617	616	1353	2060	1712	1826
s_2208	ZIC2	2710	5915	7419	1318	13429	26751	24230	12181	9051	12003	24749	8302	1501	2447	3690	2288	3619	8666	19076	3086	4956	8611	9886	7970	5326	12307	9915	2878	5369	6683	9762	5948
s_1502	PBX2	1710	4253	4305	1044	6457	9852	8334	6546	3804	8541	19972	5452	818	1409	876	1101	3137	8169	19092	3307	4106	10265	15186	4523	4441	11831	6205	2273	6327	6709	6030	5181
s_3056	ZFP30	1691	5321	6444	977	8062	11901	11430	5230	6067	12762	8183	4497	893	1987	1839	1842	2334	6184	9083	3200	4709	9368	13749	8092	3424	11003	6622	1902	5468	5975	6492	5879
s_1644	PTPRC	1773	7065	5852	1130	7287	10302	10341	6666	4734	13535	18194	5219	1125	2196	2426	2610	7401	10689	14802	5561	3649	9615	11667	11018	3046	9707	5230	1463	5579	6402	7945	6546
s_5401	Non-Targeting Control	2482	9105	9047	1606	8022	13400	13366	9198	6607	18873	23183	7720	1209	3284	3658	3142	7973	10451	24758	6554	5782	12832	14337	10265	4869	20735	18081	3167	6518	6789	6821	5521
s_4825	ZNF449	2378	9579	9898	1545	9770	9932	12072	6671	6399	12345	15449	7332	1075	3114	3014	2405	2150	8962	14242	3344	4915	12420	13293	5924	3431	10850	8307	1832	4997	6169	6980	6815
s_5660	Non-Targeting Control	1335	4007	5012	765	3554	11475	8006	5349	5886	13062	14144	5565	1697	2142	2886	2362	4101	8936	13836	4288	6591	9951	13666	10559	4647	13004	8641	1871	5069	6118	5086	6746
s_2467	ZNF214	2071	7268	7412	1191	5061	7986	10118	6127	2645	10841	32036	3114	928	3168	2798	2161	2376	8330	16806	3709	5236	7703	11168	6203	4639	11277	9134	1687	4754	6350	7184	5821
s_3741	TGIF2	1899	5707	5346	1080	6050	10383	7292	3484	4322	12489	9967	4433	695	2552	2797	2009	2905	6022	11774	3567	4980	7514	10352	4389	2123	8656	6524	1218	3530	3525	8068	3775
s_4764	GSX2	616	1925	2989	455	1802	2840	2895	1598	1725	3530	4039	1526	348	426	1101	767	2226	3129	8302	1618	1646	5038	5167	2491	1720	3148	2866	557	3910	2682	3306	3052
s_2024	TCF21	1921	15802	16531	1383	3451	4336	6823	4008	4457	9586	8533	4740	531	2501	1598	1765	1636	4302	9216	1942	2570	6648	7252	6434	2285	7858	4571	1225	5248	24411	11004	11439
s_2038	TEAD3	2055	5322	5197	1139	6074	11406	11008	6889	5478	14726	12999	5670	863	2513	2382	1744	2950	6081	11534	4002	4024	8328	8672	5364	2343	5485	7208	830	3664	4619	5410	3865
s_635	GLI2	1510	4727	3699	805	2753	6899	7211	2403	5395	12475	18624	5764	777	2801	3288	2743	1667	7550	10098	3050	4054	6507	9023	5576	1615	7297	5473	1238	3254	3540	3750	4674
s_654	GSC2	965	1457	969	375	5328	3215	3302	1228	2909	2880	5051	1741	403	1065	1763	749	2023	2766	6713	1830	1317	4227	5896	1420	1328	4569	6136	689	1548	2924	3020	1753
s_2372	ZNF134	3584	9566	7913	2098	6690	13684	8908	7417	10711	18228	32132	10359	2083	5325	5386	4295	5050	10814	17074	4579	4686	13590	12170	8921	5948	15760	10788	3288	6269	7381	7824	6197
s_3387	ZNF117	2363	6988	7652	1145	5871	12260	15167	6707	4244	12386	11246	5873	1064	2860	3258	3195	3753	9064	15193	4050	5023	9517	10548	10386	3170	11089	7329	1421	4196	4403	7081	4870
s_594	GATA1	1181	3785	3530	767	2901	8400	6153	3159	3159	6920	10536	2875	499	1804	3284	1573	2107	8704	6558	2381	2782	6768	7148	4513	3112	6554	6004	1666	3037	3913	3679	3414
s_4	ABCF1	2401	4982	3304	1347	6656	9952	8470	5268	3107	13848	9253	4157	825	1065	2093	1482	2278	3617	8538	2170	4313	6676	7500	5176	3012	9134	5527	1503	4316	5845	5503	4909
s_4739	BHLHA15	1936	4398	6887	1050	4772	11323	9435	4598	4099	9217	5526	4043	832	1584	1209	1814	1163	3625	10876	1430	2977	6974	9732	5383	3782	13345	8754	2058	3398	4603	3793	3501
s_606	GATA4	1101	3259	3055	698	1939	6665	5303	4103	2971	6241	10320	2773	632	961	1739	1038	2587	2617	6382	2070	2936	5347	6940	4132	3615	7458	4785	1186	3138	3369	4354	3960
s_1754	CCL3	1647	4978	4614	894	5586	10443	11435	4094	4970	12539	14440	3953	889	2414	3338	1700	3175	7091	12452	4181	4438	7124	10941	7309	2134	5957	3538	1005	4078	4958	7256	4098
s_4480	ARID3C	1375	2831	2783	564	5370	3625	6801	2479	2246	6709	8140	1873	694	1060	1542	1113	1111	2090	5191	1604	3191	3834	5574	3497	3567	9488	3405	1986	3386	4289	3104	3927
s_1444	YBX1	691	2157	2315	489	2253	4930	5901	3217	2057	2984	6190	2104	452	773	798	641	2199	3301	5389	1612	2144	3131	4501	3055	1829	4021	2626	842	1943	1420	3364	1650
s_4492	ZFP92	1327	3733	4631	622	4810	4095	8362	3161	4189	8413	14075	4038	507	1728	2834	1712	4639	6984	14192	4153	3717	6584	6824	3420	2746	8887	5944	1413	3117	3062	5226	3127
s_2225	ZNF7	2358	6281	6760	1129	9609	10031	12979	7159	3634	14963	12065	5958	599	2467	3306	1861	3998	14651	19723	4205	4669	8024	10439	7741	3757	12943	12147	2335	4738	5702	7337	6201
s_3660	ZBTB2	1442	4605	4946	691	3475	6254	7767	3920	4550	11589	13392	5934	963	1781	1729	1522	2180	8663	8546	3125	4152	7600	8645	7182	3870	10801	8035	1903	4364	3817	6374	4108
s_3446	BNC2	1058	3798	4431	717	4987	8240	8761	4013	3979	10875	7116	4216	746	2083	3292	2036	3829	6615	9968	2980	4023	6100	9313	5770	3264	6146	5774	1054	3940	3782	4220	3422
s_124	RUNX2	2890	6307	5902	1447	6281	15305	14444	7234	5872	10286	8269	6269	1012	3097	2705	2866	4021	5135	10605	3931	4329	12081	12998	9749	3595	6731	5867	1813	5111	8690	10905	7708
s_1186	SMAD9	1917	4666	4501	976	6484	20351	19372	5683	4156	12248	17949	5090	814	2073	2357	1843	2139	2955	8318	2444	4098	6360	9750	5133	4584	11521	11294	2076	3920	6278	7419	4728
s_4628	BTNL9	1671	4229	3831	970	7657	13799	13675	7106	7321	9186	9598	4768	873	2492	3679	2273	1615	4458	9450	2216	2880	6202	7014	3832	3878	8631	5067	1817	4872	5246	6592	3975
s_3684	RBAK	2213	5480	4309	1045	6899	9101	14871	5982	6395	10752	8810	4886	629	2273	2768	2011	4053	8731	16955	4343	4197	6339	8619	3803	4781	10404	5949	1932	5439	4460	6156	4331
s_4630	BTNL9	2689	6874	5566	1675	6507	18358	25772	7740	6264	13824	9591	4567	824	3651	3231	2738	3438	9877	21285	4369	7313	12079	14846	8294	6628	10319	9070	2093	4177	6074	7900	5625
s_3837	EBF2	1231	3407	2485	745	3276	6131	5841	4581	4488	9715	16010	4364	746	1849	2678	1830	3146	5172	8839	2408	2793	6477	6986	6492	2122	3620	3590	675	3578	7832	10199	5703
s_670	GZMA	1498	3209	2778	948	3226	11053	9281	6325	1864	5727	1927	3184	425	673	1586	589	1961	3370	8295	1713	3089	5270	5686	3056	3452	5595	3807	1220	2625	5169	6965	3370
s_5597	Non-Targeting Control	2926	9872	10183	1585	8640	15731	15254	7021	5871	22562	31701	10853	1187	3262	3781	3045	3710	11442	22842	5619	4688	10056	18220	8055	4389	13620	10263	2485	5072	7694	10140	5682
s_1741	SATB1	2168	4756	3830	1154	7266	8316	7521	6714	6129	7906	22607	3629	968	2885	2396	2266	5397	7231	16508	4057	5325	7114	9771	5711	3921	7253	7830	1513	6362	6295	5971	6194
s_1559	POU2AF1	1574	4980	4580	970	5885	11146	12268	8260	5771	10541	11565	4395	681	1204	1909	1198	2645	7562	10403	2527	4392	6900	8626	6206	3276	7468	8245	1607	2932	4471	3730	5040
s_3635	ZNF490	2057	6063	6273	1171	6218	9221	10734	4921	6679	15008	19789	6550	1008	2979	5326	2360	3123	8702	9983	3554	5452	11381	13269	7602	5930	17070	12618	2955	5804	8011	13824	6530
s_1920	STAT4	1544	3306	1995	794	8913	5091	4711	4393	3045	10335	7798	4453	549	1523	1533	1604	2215	5328	10323	1975	4687	6497	9143	4998	4591	9320	4435	1800	4719	3928	6102	4673
s_3085	ZBTB43	763	2680	2660	439	2353	3628	2594	1627	3388	6355	8578	2038	662	1116	1510	1300	2377	3325	9672	1930	1970	5538	6437	4434	2963	6720	6514	1257	3881	3857	4110	2384
s_4975	ZNF454	1875	6334	5303	1022	3910	12518	7889	5529	6352	15603	10584	5722	859	1810	2627	1238	3260	8640	23347	3206	4956	8113	12102	4376	3314	10662	8224	1765	5200	6108	8016	4918
s_1439	NRL	2320	7922	6184	1335	9989	12763	12252	7816	7548	17412	15374	8146	1302	2365	2417	2186	6265	11892	25352	6146	3738	9661	14162	8374	2715	9935	8488	1685	6527	6538	7810	6837
s_2111	KLF10	1077	4173	3974	678	4564	4695	2433	5038	5779	7046	8954	4321	811	1423	2350	1508	3181	3223	8987	2095	2915	4513	6098	4009	2796	5700	6319	1190	4908	5224	6201	5804
s_4978	ZNF454	1393	3833	3624	862	4752	8924	8169	3560	3952	8118	18732	3758	1036	2206	1829	2056	3693	6885	10759	2912	3607	8261	9747	6432	2781	11150	7447	1733	4191	5574	8284	5307
s_1360	NFE2L1	1085	2903	2885	578	6524	5741	4144	4424	1456	3444	4004	1996	193	1115	2082	1143	1337	1735	5995	1475	2078	3401	5566	3402	2504	6564	5615	793	2568	4638	3577	3103
s_5554	Non-Targeting Control	2301	5787	4978	1199	5595	12382	12290	6393	7727	19579	14557	7879	867	3964	3751	2696	3675	8155	12208	4178	2954	10688	12949	6950	3483	8491	10263	1875	4251	5477	6567	5218
s_2484	ZNF225	2219	5449	4326	1045	6172	12069	15642	7509	2690	7281	6568	2905	676	1568	1282	1639	2298	4797	12225	2706	5944	8088	13055	6180	2494	9438	10234	1392	4410	5130	5961	6296
